"Notes"	"States"	"States Code"	"Year"	"Year Code"	"Childhood Cancers"	"Childhood Cancers Code"	Count	Population	Age-Adjusted Rate
	"Georgia"	"13"	"2014"	"2014"	"VIII Malignant bone tumors"	"80"	40	2766663	14.383
	"Georgia"	"13"	"2014"	"2014"	"VIII(a) Osteosarcomas"	"81"	25	2766663	8.984
	"Georgia"	"13"	"2014"	"2014"	"IX Soft-tissue sarcomas"	"90"	33	2766663	11.917
	"Georgia"	"13"	"2014"	"2014"	"X Germ-cell, trophoblastic and other gonadal neoplasms"	"100"	37	2766663	13.399
	"Georgia"	"13"	"2014"	"2014"	"X(c) Malignant gonadal germ cell tumors"	"103"	23	2766663	8.310
	"Georgia"	"13"	"2014"	"2014"	"XI Carcinomas and other malignant epithelial neoplasms"	"110"	46	2766663	16.613
	"Georgia"	"13"	"2014"	"2014"	"XI(b) Thyroid carcinomas"	"112"	17	2766663	6.122
	"Georgia"	"13"	"2015"	"2015"	"All Childhood Invasive Cancer Sites Combined"	"0"	536	2775713	193.192
	"Georgia"	"13"	"2015"	"2015"	"I Leukemia"	"10"	115	2775713	41.543
	"Georgia"	"13"	"2015"	"2015"	"I(a) Lymphoid leukemias"	"11"	69	2775713	24.936
	"Georgia"	"13"	"2015"	"2015"	"I(b) Acute myeloid leukemias"	"12"	22	2775713	7.940
	"Georgia"	"13"	"2015"	"2015"	"II Lymphoma and reticuloendothelial neoplasms"	"20"	90	2775713	32.330
	"Georgia"	"13"	"2015"	"2015"	"II(a) Hodgkin lymphomas"	"21"	32	2775713	11.453
	"Georgia"	"13"	"2015"	"2015"	"II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)"	"22"	36	2775713	12.942
	"Georgia"	"13"	"2015"	"2015"	"II(d) Miscellaneous lymphoreticular neoplasms"	"24"	19	2775713	6.860
	"Georgia"	"13"	"2015"	"2015"	"III CNS and misc intracranial and intraspinal neoplasms"	"30"	98	2775713	35.405
	"Georgia"	"13"	"2015"	"2015"	"III(b) Astrocytomas"	"32"	52	2775713	18.786
	"Georgia"	"13"	"2015"	"2015"	"III(d) Other gliomas"	"34"	18	2775713	6.503
	"Georgia"	"13"	"2015"	"2015"	"IV Sympathetic nervous system tumors"	"40"	26	2775713	9.477
	"Georgia"	"13"	"2015"	"2015"	"IV(a) Neuroblastoma and ganglioneuroblastoma"	"41"	25	2775713	9.112
	"Georgia"	"13"	"2015"	"2015"	"VI Renal tumors"	"60"	27	2775713	9.831
	"Georgia"	"13"	"2015"	"2015"	"VI(a) Nephroblastoma and other nonepithelial renal tumors"	"61"	25	2775713	9.118
	"Georgia"	"13"	"2015"	"2015"	"VIII Malignant bone tumors"	"80"	24	2775713	8.591
	"Georgia"	"13"	"2015"	"2015"	"IX Soft-tissue sarcomas"	"90"	39	2775713	14.009
	"Georgia"	"13"	"2015"	"2015"	"IX(a) Rhabdomyosarcomas"	"91"	16	2775713	5.766
	"Georgia"	"13"	"2015"	"2015"	"IX(d) Other specified soft tissue sarcomas"	"94"	17	2775713	6.085
	"Georgia"	"13"	"2015"	"2015"	"X Germ-cell, trophoblastic and other gonadal neoplasms"	"100"	33	2775713	11.828
	"Georgia"	"13"	"2015"	"2015"	"X(c) Malignant gonadal germ cell tumors"	"103"	23	2775713	8.217
	"Georgia"	"13"	"2015"	"2015"	"XI Carcinomas and other malignant epithelial neoplasms"	"110"	66	2775713	23.599
	"Georgia"	"13"	"2015"	"2015"	"XI(b) Thyroid carcinomas"	"112"	30	2775713	10.716
	"Georgia"	"13"	"2015"	"2015"	"XI(f) Other and unspecified carcinomas"	"116"	18	2775713	6.441
	"Georgia"	"13"	"2016"	"2016"	"All Childhood Invasive Cancer Sites Combined"	"0"	543	2789254	194.869
	"Georgia"	"13"	"2016"	"2016"	"I Leukemia"	"10"	143	2789254	51.481
	"Georgia"	"13"	"2016"	"2016"	"I(a) Lymphoid leukemias"	"11"	86	2789254	31.032
	"Georgia"	"13"	"2016"	"2016"	"I(b) Acute myeloid leukemias"	"12"	30	2789254	10.766
	"Georgia"	"13"	"2016"	"2016"	"II Lymphoma and reticuloendothelial neoplasms"	"20"	86	2789254	30.633
	"Georgia"	"13"	"2016"	"2016"	"II(a) Hodgkin lymphomas"	"21"	31	2789254	10.978
	"Georgia"	"13"	"2016"	"2016"	"II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)"	"22"	33	2789254	11.777
	"Georgia"	"13"	"2016"	"2016"	"III CNS and misc intracranial and intraspinal neoplasms"	"30"	93	2789254	33.560
	"Georgia"	"13"	"2016"	"2016"	"III(b) Astrocytomas"	"32"	47	2789254	16.952
	"Georgia"	"13"	"2016"	"2016"	"III(c) Intracranial and intraspinal embryonal tumors"	"33"	23	2789254	8.307
	"Georgia"	"13"	"2016"	"2016"	"IV Sympathetic nervous system tumors"	"40"	25	2789254	9.096
	"Georgia"	"13"	"2016"	"2016"	"IV(a) Neuroblastoma and ganglioneuroblastoma"	"41"	25	2789254	9.096
	"Georgia"	"13"	"2016"	"2016"	"VI Renal tumors"	"60"	27	2789254	9.799
	"Georgia"	"13"	"2016"	"2016"	"VI(a) Nephroblastoma and other nonepithelial renal tumors"	"61"	23	2789254	8.384
	"Georgia"	"13"	"2016"	"2016"	"VIII Malignant bone tumors"	"80"	24	2789254	8.547
	"Georgia"	"13"	"2016"	"2016"	"IX Soft-tissue sarcomas"	"90"	42	2789254	15.016
	"Georgia"	"13"	"2016"	"2016"	"IX(a) Rhabdomyosarcomas"	"91"	19	2789254	6.799
	"Georgia"	"13"	"2016"	"2016"	"IX(d) Other specified soft tissue sarcomas"	"94"	16	2789254	5.708
	"Georgia"	"13"	"2016"	"2016"	"X Germ-cell, trophoblastic and other gonadal neoplasms"	"100"	22	2789254	7.839
	"Georgia"	"13"	"2016"	"2016"	"X(c) Malignant gonadal germ cell tumors"	"103"	16	2789254	5.671
	"Georgia"	"13"	"2016"	"2016"	"XI Carcinomas and other malignant epithelial neoplasms"	"110"	58	2789254	20.516
	"Georgia"	"13"	"2016"	"2016"	"XI(b) Thyroid carcinomas"	"112"	25	2789254	8.804
	"Georgia"	"13"	"2016"	"2016"	"XI(f) Other and unspecified carcinomas"	"116"	21	2789254	7.443
	"Georgia"	"13"	"2017"	"2017"	"All Childhood Invasive Cancer Sites Combined"	"0"	513	2795856	183.300
	"Georgia"	"13"	"2017"	"2017"	"I Leukemia"	"10"	139	2795856	49.920
	"Georgia"	"13"	"2017"	"2017"	"I(a) Lymphoid leukemias"	"11"	94	2795856	33.920
	"Georgia"	"13"	"2017"	"2017"	"I(b) Acute myeloid leukemias"	"12"	25	2795856	8.920
	"Georgia"	"13"	"2017"	"2017"	"II Lymphoma and reticuloendothelial neoplasms"	"20"	90	2795856	31.949
	"Georgia"	"13"	"2017"	"2017"	"II(a) Hodgkin lymphomas"	"21"	37	2795856	12.992
	"Georgia"	"13"	"2017"	"2017"	"II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)"	"22"	26	2795856	9.210
	"Georgia"	"13"	"2017"	"2017"	"II(d) Miscellaneous lymphoreticular neoplasms"	"24"	18	2795856	6.543
	"Georgia"	"13"	"2017"	"2017"	"III CNS and misc intracranial and intraspinal neoplasms"	"30"	91	2795856	32.731
	"Georgia"	"13"	"2017"	"2017"	"III(b) Astrocytomas"	"32"	41	2795856	14.666
	"Georgia"	"13"	"2017"	"2017"	"III(c) Intracranial and intraspinal embryonal tumors"	"33"	19	2795856	6.872
	"Georgia"	"13"	"2017"	"2017"	"III(d) Other gliomas"	"34"	19	2795856	6.834
	"Georgia"	"13"	"2017"	"2017"	"IV Sympathetic nervous system tumors"	"40"	22	2795856	8.060
	"Georgia"	"13"	"2017"	"2017"	"IV(a) Neuroblastoma and ganglioneuroblastoma"	"41"	20	2795856	7.338
	"Georgia"	"13"	"2017"	"2017"	"VI Renal tumors"	"60"	18	2795856	6.521
	"Georgia"	"13"	"2017"	"2017"	"VI(a) Nephroblastoma and other nonepithelial renal tumors"	"61"	16	2795856	5.820
	"Georgia"	"13"	"2017"	"2017"	"IX Soft-tissue sarcomas"	"90"	34	2795856	12.085
	"Georgia"	"13"	"2017"	"2017"	"X Germ-cell, trophoblastic and other gonadal neoplasms"	"100"	28	2795856	9.874
	"Georgia"	"13"	"2017"	"2017"	"X(c) Malignant gonadal germ cell tumors"	"103"	16	2795856	5.645
	"Georgia"	"13"	"2017"	"2017"	"XI Carcinomas and other malignant epithelial neoplasms"	"110"	61	2795856	21.380
	"Georgia"	"13"	"2017"	"2017"	"XI(b) Thyroid carcinomas"	"112"	26	2795856	9.103
	"Georgia"	"13"	"2017"	"2017"	"XI(f) Other and unspecified carcinomas"	"116"	24	2795856	8.390
	"Georgia"	"13"	"2018"	"2018"	"All Childhood Invasive Cancer Sites Combined"	"0"	516	2799078	183.588
	"Georgia"	"13"	"2018"	"2018"	"I Leukemia"	"10"	139	2799078	49.998
	"Georgia"	"13"	"2018"	"2018"	"I(a) Lymphoid leukemias"	"11"	97	2799078	34.959
	"Georgia"	"13"	"2018"	"2018"	"I(b) Acute myeloid leukemias"	"12"	22	2799078	7.892
	"Georgia"	"13"	"2018"	"2018"	"II Lymphoma and reticuloendothelial neoplasms"	"20"	81	2799078	28.464
	"Georgia"	"13"	"2018"	"2018"	"II(a) Hodgkin lymphomas"	"21"	35	2799078	12.203
	"Georgia"	"13"	"2018"	"2018"	"II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)"	"22"	27	2799078	9.493
	"Georgia"	"13"	"2018"	"2018"	"III CNS and misc intracranial and intraspinal neoplasms"	"30"	65	2799078	23.385
	"Georgia"	"13"	"2018"	"2018"	"III(b) Astrocytomas"	"32"	42	2799078	15.070
	"Georgia"	"13"	"2018"	"2018"	"IV Sympathetic nervous system tumors"	"40"	21	2799078	7.678
	"Georgia"	"13"	"2018"	"2018"	"IV(a) Neuroblastoma and ganglioneuroblastoma"	"41"	20	2799078	7.309
	"Georgia"	"13"	"2018"	"2018"	"VI Renal tumors"	"60"	19	2799078	6.910
	"Georgia"	"13"	"2018"	"2018"	"VI(a) Nephroblastoma and other nonepithelial renal tumors"	"61"	17	2799078	6.200
	"Georgia"	"13"	"2018"	"2018"	"VIII Malignant bone tumors"	"80"	24	2799078	8.453
	"Georgia"	"13"	"2018"	"2018"	"VIII(a) Osteosarcomas"	"81"	17	2799078	5.981
	"Georgia"	"13"	"2018"	"2018"	"IX Soft-tissue sarcomas"	"90"	28	2799078	9.847
	"Georgia"	"13"	"2018"	"2018"	"X Germ-cell, trophoblastic and other gonadal neoplasms"	"100"	24	2799078	8.461
	"Georgia"	"13"	"2018"	"2018"	"X(c) Malignant gonadal germ cell tumors"	"103"	17	2799078	5.916
	"Georgia"	"13"	"2018"	"2018"	"XI Carcinomas and other malignant epithelial neoplasms"	"110"	81	2799078	28.125
	"Georgia"	"13"	"2018"	"2018"	"XI(b) Thyroid carcinomas"	"112"	31	2799078	10.749
	"Georgia"	"13"	"2018"	"2018"	"XI(f) Other and unspecified carcinomas"	"116"	34	2799078	11.820
	"Hawaii"	"15"	"1999"	"1999"	"All Childhood Invasive Cancer Sites Combined"	"0"	53	331050	160.647
	"Hawaii"	"15"	"2000"	"2000"	"All Childhood Invasive Cancer Sites Combined"	"0"	38	326890	116.794
	"Hawaii"	"15"	"2001"	"2001"	"All Childhood Invasive Cancer Sites Combined"	"0"	62	326708	190.886
	"Hawaii"	"15"	"2001"	"2001"	"I Leukemia"	"10"	21	326708	64.690
	"Hawaii"	"15"	"2001"	"2001"	"I(a) Lymphoid leukemias"	"11"	17	326708	52.442
	"Hawaii"	"15"	"2002"	"2002"	"All Childhood Invasive Cancer Sites Combined"	"0"	37	326687	113.242
	"Hawaii"	"15"	"2003"	"2003"	"All Childhood Invasive Cancer Sites Combined"	"0"	47	327319	142.910
	"Hawaii"	"15"	"2004"	"2004"	"All Childhood Invasive Cancer Sites Combined"	"0"	48	331052	144.208
	"Hawaii"	"15"	"2004"	"2004"	"I Leukemia"	"10"	17	331052	50.943
	"Hawaii"	"15"	"2005"	"2005"	"All Childhood Invasive Cancer Sites Combined"	"0"	57	331125	169.201
	"Hawaii"	"15"	"2005"	"2005"	"I Leukemia"	"10"	16	331125	47.700
	"Hawaii"	"15"	"2006"	"2006"	"All Childhood Invasive Cancer Sites Combined"	"0"	45	332764	135.140
	"Hawaii"	"15"	"2007"	"2007"	"All Childhood Invasive Cancer Sites Combined"	"0"	52	333499	153.662
	"Hawaii"	"15"	"2007"	"2007"	"I Leukemia"	"10"	18	333499	53.019
	"Hawaii"	"15"	"2008"	"2008"	"All Childhood Invasive Cancer Sites Combined"	"0"	56	335167	164.414
	"Hawaii"	"15"	"2008"	"2008"	"I Leukemia"	"10"	18	335167	53.056
	"Hawaii"	"15"	"2009"	"2009"	"All Childhood Invasive Cancer Sites Combined"	"0"	62	337593	180.770
	"Hawaii"	"15"	"2009"	"2009"	"I Leukemia"	"10"	19	337593	55.059
	"Hawaii"	"15"	"2010"	"2010"	"All Childhood Invasive Cancer Sites Combined"	"0"	55	338351	160.672
	"Hawaii"	"15"	"2010"	"2010"	"II Lymphoma and reticuloendothelial neoplasms"	"20"	18	338351	52.326
	"Hawaii"	"15"	"2011"	"2011"	"All Childhood Invasive Cancer Sites Combined"	"0"	63	339076	181.241
	"Hawaii"	"15"	"2011"	"2011"	"I Leukemia"	"10"	23	339076	65.285
	"Hawaii"	"15"	"2011"	"2011"	"I(a) Lymphoid leukemias"	"11"	19	339076	53.819
	"Hawaii"	"15"	"2012"	"2012"	"All Childhood Invasive Cancer Sites Combined"	"0"	55	339938	160.792
	"Hawaii"	"15"	"2013"	"2013"	"All Childhood Invasive Cancer Sites Combined"	"0"	65	340643	189.429
	"Hawaii"	"15"	"2013"	"2013"	"I Leukemia"	"10"	27	340643	76.363
	"Hawaii"	"15"	"2013"	"2013"	"I(a) Lymphoid leukemias"	"11"	17	340643	47.483
	"Hawaii"	"15"	"2014"	"2014"	"All Childhood Invasive Cancer Sites Combined"	"0"	60	338861	176.256
	"Hawaii"	"15"	"2015"	"2015"	"All Childhood Invasive Cancer Sites Combined"	"0"	60	338772	176.202
	"Hawaii"	"15"	"2015"	"2015"	"I Leukemia"	"10"	16	338772	47.224
	"Hawaii"	"15"	"2016"	"2016"	"All Childhood Invasive Cancer Sites Combined"	"0"	55	337541	163.462
	"Hawaii"	"15"	"2017"	"2017"	"All Childhood Invasive Cancer Sites Combined"	"0"	58	335556	174.046
	"Hawaii"	"15"	"2018"	"2018"	"All Childhood Invasive Cancer Sites Combined"	"0"	64	332959	191.095
	"Hawaii"	"15"	"2018"	"2018"	"I Leukemia"	"10"	18	332959	52.286
	"Idaho"	"16"	"1999"	"1999"	"All Childhood Invasive Cancer Sites Combined"	"0"	70	411481	166.958
	"Idaho"	"16"	"2000"	"2000"	"All Childhood Invasive Cancer Sites Combined"	"0"	61	415519	146.143
	"Idaho"	"16"	"2000"	"2000"	"I Leukemia"	"10"	16	415519	38.841
	"Idaho"	"16"	"2001"	"2001"	"All Childhood Invasive Cancer Sites Combined"	"0"	87	418950	206.856
	"Idaho"	"16"	"2001"	"2001"	"I Leukemia"	"10"	20	418950	47.923
	"Idaho"	"16"	"2001"	"2001"	"II Lymphoma and reticuloendothelial neoplasms"	"20"	18	418950	41.858
	"Idaho"	"16"	"2001"	"2001"	"III CNS and misc intracranial and intraspinal neoplasms"	"30"	23	418950	55.976
	"Idaho"	"16"	"2002"	"2002"	"All Childhood Invasive Cancer Sites Combined"	"0"	85	421525	200.382
	"Idaho"	"16"	"2002"	"2002"	"I Leukemia"	"10"	20	421525	47.375
	"Idaho"	"16"	"2002"	"2002"	"III CNS and misc intracranial and intraspinal neoplasms"	"30"	22	421525	52.269
	"Idaho"	"16"	"2003"	"2003"	"All Childhood Invasive Cancer Sites Combined"	"0"	91	424477	212.505
	"Idaho"	"16"	"2003"	"2003"	"I Leukemia"	"10"	18	424477	42.303
	"Idaho"	"16"	"2003"	"2003"	"II Lymphoma and reticuloendothelial neoplasms"	"20"	16	424477	37.151
	"Idaho"	"16"	"2004"	"2004"	"All Childhood Invasive Cancer Sites Combined"	"0"	79	429860	181.519
	"Idaho"	"16"	"2004"	"2004"	"I Leukemia"	"10"	19	429860	43.619
	"Idaho"	"16"	"2004"	"2004"	"III CNS and misc intracranial and intraspinal neoplasms"	"30"	18	429860	42.172
	"Idaho"	"16"	"2005"	"2005"	"All Childhood Invasive Cancer Sites Combined"	"0"	71	439230	160.345
	"Idaho"	"16"	"2005"	"2005"	"I Leukemia"	"10"	16	439230	36.232
	"Idaho"	"16"	"2005"	"2005"	"III CNS and misc intracranial and intraspinal neoplasms"	"30"	16	439230	36.014
	"Idaho"	"16"	"2006"	"2006"	"All Childhood Invasive Cancer Sites Combined"	"0"	81	449429	177.929
	"Idaho"	"16"	"2006"	"2006"	"I Leukemia"	"10"	25	449429	54.874
	"Idaho"	"16"	"2006"	"2006"	"I(a) Lymphoid leukemias"	"11"	21	449429	46.041
	"Idaho"	"16"	"2007"	"2007"	"All Childhood Invasive Cancer Sites Combined"	"0"	83	460456	177.938
	"Idaho"	"16"	"2007"	"2007"	"I Leukemia"	"10"	21	460456	44.842
	"Idaho"	"16"	"2007"	"2007"	"I(a) Lymphoid leukemias"	"11"	17	460456	36.263
	"Idaho"	"16"	"2007"	"2007"	"XI Carcinomas and other malignant epithelial neoplasms"	"110"	18	460456	39.367
	"Idaho"	"16"	"2008"	"2008"	"All Childhood Invasive Cancer Sites Combined"	"0"	79	468822	168.746
	"Idaho"	"16"	"2008"	"2008"	"I Leukemia"	"10"	19	468822	39.932
	"Idaho"	"16"	"2009"	"2009"	"All Childhood Invasive Cancer Sites Combined"	"0"	78	472822	163.458
	"Idaho"	"16"	"2009"	"2009"	"I Leukemia"	"10"	22	472822	45.852
	"Idaho"	"16"	"2009"	"2009"	"I(a) Lymphoid leukemias"	"11"	17	472822	35.519
	"Idaho"	"16"	"2009"	"2009"	"III CNS and misc intracranial and intraspinal neoplasms"	"30"	16	472822	33.238
	"Idaho"	"16"	"2010"	"2010"	"All Childhood Invasive Cancer Sites Combined"	"0"	77	475084	160.864
	"Idaho"	"16"	"2010"	"2010"	"I Leukemia"	"10"	23	475084	47.055
	"Idaho"	"16"	"2010"	"2010"	"I(a) Lymphoid leukemias"	"11"	19	475084	38.626
	"Idaho"	"16"	"2011"	"2011"	"All Childhood Invasive Cancer Sites Combined"	"0"	81	473836	170.716
	"Idaho"	"16"	"2011"	"2011"	"I Leukemia"	"10"	26	473836	53.767
	"Idaho"	"16"	"2011"	"2011"	"I(a) Lymphoid leukemias"	"11"	24	473836	49.460
	"Idaho"	"16"	"2012"	"2012"	"All Childhood Invasive Cancer Sites Combined"	"0"	90	472242	191.296
	"Idaho"	"16"	"2012"	"2012"	"I Leukemia"	"10"	18	472242	37.441
	"Idaho"	"16"	"2012"	"2012"	"III CNS and misc intracranial and intraspinal neoplasms"	"30"	16	472242	33.896
	"Idaho"	"16"	"2013"	"2013"	"All Childhood Invasive Cancer Sites Combined"	"0"	87	472827	184.954
	"Idaho"	"16"	"2013"	"2013"	"I Leukemia"	"10"	22	472827	46.338
	"Idaho"	"16"	"2013"	"2013"	"I(a) Lymphoid leukemias"	"11"	16	472827	33.824
	"Idaho"	"16"	"2013"	"2013"	"III CNS and misc intracranial and intraspinal neoplasms"	"30"	22	472827	46.469
	"Idaho"	"16"	"2014"	"2014"	"All Childhood Invasive Cancer Sites Combined"	"0"	77	475405	162.458
	"Idaho"	"16"	"2014"	"2014"	"I Leukemia"	"10"	17	475405	35.841
	"Idaho"	"16"	"2015"	"2015"	"All Childhood Invasive Cancer Sites Combined"	"0"	90	478085	188.832
	"Idaho"	"16"	"2015"	"2015"	"I Leukemia"	"10"	28	478085	58.677
	"Idaho"	"16"	"2015"	"2015"	"I(a) Lymphoid leukemias"	"11"	22	478085	46.085
	"Idaho"	"16"	"2015"	"2015"	"III CNS and misc intracranial and intraspinal neoplasms"	"30"	19	478085	39.538
	"Idaho"	"16"	"2016"	"2016"	"All Childhood Invasive Cancer Sites Combined"	"0"	94	483243	195.432
	"Idaho"	"16"	"2016"	"2016"	"I Leukemia"	"10"	22	483243	45.498
	"Idaho"	"16"	"2016"	"2016"	"I(a) Lymphoid leukemias"	"11"	17	483243	35.215
	"Idaho"	"16"	"2016"	"2016"	"II Lymphoma and reticuloendothelial neoplasms"	"20"	19	483243	39.420
	"Idaho"	"16"	"2017"	"2017"	"All Childhood Invasive Cancer Sites Combined"	"0"	90	489002	184.689
	"Idaho"	"16"	"2017"	"2017"	"II Lymphoma and reticuloendothelial neoplasms"	"20"	16	489002	32.594
	"Idaho"	"16"	"2017"	"2017"	"III CNS and misc intracranial and intraspinal neoplasms"	"30"	17	489002	34.864
	"Idaho"	"16"	"2017"	"2017"	"XI Carcinomas and other malignant epithelial neoplasms"	"110"	16	489002	32.707
	"Idaho"	"16"	"2018"	"2018"	"All Childhood Invasive Cancer Sites Combined"	"0"	76	492219	154.917
	"Idaho"	"16"	"2018"	"2018"	"I Leukemia"	"10"	25	492219	50.927
	"Idaho"	"16"	"2018"	"2018"	"I(a) Lymphoid leukemias"	"11"	18	492219	36.672
	"Illinois"	"17"	"1999"	"1999"	"All Childhood Invasive Cancer Sites Combined"	"0"	590	3599110	164.096
	"Illinois"	"17"	"1999"	"1999"	"I Leukemia"	"10"	163	3599110	45.094
	"Illinois"	"17"	"1999"	"1999"	"I(a) Lymphoid leukemias"	"11"	115	3599110	31.760
	"Illinois"	"17"	"1999"	"1999"	"I(b) Acute myeloid leukemias"	"12"	32	3599110	8.912
	"Illinois"	"17"	"1999"	"1999"	"II Lymphoma and reticuloendothelial neoplasms"	"20"	89	3599110	24.911
	"Illinois"	"17"	"1999"	"1999"	"II(a) Hodgkin lymphomas"	"21"	40	3599110	11.269
	"Illinois"	"17"	"1999"	"1999"	"II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)"	"22"	23	3599110	6.380
	"Illinois"	"17"	"1999"	"1999"	"III CNS and misc intracranial and intraspinal neoplasms"	"30"	98	3599110	27.151
	"Illinois"	"17"	"1999"	"1999"	"III(b) Astrocytomas"	"32"	44	3599110	12.246
	"Illinois"	"17"	"1999"	"1999"	"III(c) Intracranial and intraspinal embryonal tumors"	"33"	20	3599110	5.520
	"Illinois"	"17"	"1999"	"1999"	"III(d) Other gliomas"	"34"	16	3599110	4.419
	"Illinois"	"17"	"1999"	"1999"	"IV Sympathetic nervous system tumors"	"40"	33	3599110	9.101
	"Illinois"	"17"	"1999"	"1999"	"IV(a) Neuroblastoma and ganglioneuroblastoma"	"41"	30	3599110	8.256
	"Illinois"	"17"	"1999"	"1999"	"VI Renal tumors"	"60"	22	3599110	6.000
	"Illinois"	"17"	"1999"	"1999"	"VI(a) Nephroblastoma and other nonepithelial renal tumors"	"61"	22	3599110	6.000
	"Illinois"	"17"	"1999"	"1999"	"VIII Malignant bone tumors"	"80"	31	3599110	8.740
	"Illinois"	"17"	"1999"	"1999"	"VIII(a) Osteosarcomas"	"81"	22	3599110	6.198
	"Illinois"	"17"	"1999"	"1999"	"IX Soft-tissue sarcomas"	"90"	34	3599110	9.472
	"Illinois"	"17"	"1999"	"1999"	"IX(a) Rhabdomyosarcomas"	"91"	16	3599110	4.410
	"Illinois"	"17"	"1999"	"1999"	"X Germ-cell, trophoblastic and other gonadal neoplasms"	"100"	44	3599110	12.301
	"Illinois"	"17"	"1999"	"1999"	"X(c) Malignant gonadal germ cell tumors"	"103"	30	3599110	8.379
	"Illinois"	"17"	"1999"	"1999"	"XI Carcinomas and other malignant epithelial neoplasms"	"110"	55	3599110	15.508
	"Illinois"	"17"	"1999"	"1999"	"XI(b) Thyroid carcinomas"	"112"	23	3599110	6.498
	"Illinois"	"17"	"2000"	"2000"	"All Childhood Invasive Cancer Sites Combined"	"0"	548	3606347	152.159
	"Illinois"	"17"	"2000"	"2000"	"I Leukemia"	"10"	153	3606347	42.347
	"Illinois"	"17"	"2000"	"2000"	"I(a) Lymphoid leukemias"	"11"	116	3606347	32.071
	"Illinois"	"17"	"2000"	"2000"	"I(b) Acute myeloid leukemias"	"12"	31	3606347	8.609
	"Illinois"	"17"	"2000"	"2000"	"II Lymphoma and reticuloendothelial neoplasms"	"20"	79	3606347	22.056
	"Illinois"	"17"	"2000"	"2000"	"II(a) Hodgkin lymphomas"	"21"	46	3606347	12.884
	"Illinois"	"17"	"2000"	"2000"	"II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)"	"22"	22	3606347	6.125
	"Illinois"	"17"	"2000"	"2000"	"III CNS and misc intracranial and intraspinal neoplasms"	"30"	90	3606347	24.904
	"Illinois"	"17"	"2000"	"2000"	"III(b) Astrocytomas"	"32"	49	3606347	13.605
	"Illinois"	"17"	"2000"	"2000"	"III(c) Intracranial and intraspinal embryonal tumors"	"33"	18	3606347	4.951
	"Illinois"	"17"	"2000"	"2000"	"IV Sympathetic nervous system tumors"	"40"	23	3606347	6.332
	"Illinois"	"17"	"2000"	"2000"	"IV(a) Neuroblastoma and ganglioneuroblastoma"	"41"	23	3606347	6.332
	"Illinois"	"17"	"2000"	"2000"	"VI Renal tumors"	"60"	29	3606347	7.991
	"Illinois"	"17"	"2000"	"2000"	"VI(a) Nephroblastoma and other nonepithelial renal tumors"	"61"	26	3606347	7.150
	"Illinois"	"17"	"2000"	"2000"	"VIII Malignant bone tumors"	"80"	39	3606347	10.885
	"Illinois"	"17"	"2000"	"2000"	"VIII(a) Osteosarcomas"	"81"	26	3606347	7.260
	"Illinois"	"17"	"2000"	"2000"	"IX Soft-tissue sarcomas"	"90"	36	3606347	10.019
	"Illinois"	"17"	"2000"	"2000"	"X Germ-cell, trophoblastic and other gonadal neoplasms"	"100"	35	3606347	9.769
	"Illinois"	"17"	"2000"	"2000"	"X(c) Malignant gonadal germ cell tumors"	"103"	25	3606347	6.996
	"Illinois"	"17"	"2000"	"2000"	"XI Carcinomas and other malignant epithelial neoplasms"	"110"	51	3606347	14.268
	"Illinois"	"17"	"2000"	"2000"	"XI(b) Thyroid carcinomas"	"112"	18	3606347	5.037
	"Illinois"	"17"	"2000"	"2000"	"XI(f) Other and unspecified carcinomas"	"116"	18	3606347	5.032
	"Illinois"	"17"	"2001"	"2001"	"All Childhood Invasive Cancer Sites Combined"	"0"	595	3603190	165.040
	"Illinois"	"17"	"2001"	"2001"	"I Leukemia"	"10"	179	3603190	49.722
	"Illinois"	"17"	"2001"	"2001"	"I(a) Lymphoid leukemias"	"11"	134	3603190	37.255
	"Illinois"	"17"	"2001"	"2001"	"I(b) Acute myeloid leukemias"	"12"	32	3603190	8.869
	"Illinois"	"17"	"2001"	"2001"	"II Lymphoma and reticuloendothelial neoplasms"	"20"	80	3603190	22.270
	"Illinois"	"17"	"2001"	"2001"	"II(a) Hodgkin lymphomas"	"21"	41	3603190	11.441
	"Illinois"	"17"	"2001"	"2001"	"II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)"	"22"	29	3603190	8.076
	"Illinois"	"17"	"2001"	"2001"	"III CNS and misc intracranial and intraspinal neoplasms"	"30"	96	3603190	26.599
	"Illinois"	"17"	"2001"	"2001"	"III(b) Astrocytomas"	"32"	41	3603190	11.384
	"Illinois"	"17"	"2001"	"2001"	"III(c) Intracranial and intraspinal embryonal tumors"	"33"	21	3603190	5.818
	"Illinois"	"17"	"2001"	"2001"	"III(d) Other gliomas"	"34"	20	3603190	5.533
	"Illinois"	"17"	"2001"	"2001"	"IV Sympathetic nervous system tumors"	"40"	36	3603190	9.843
	"Illinois"	"17"	"2001"	"2001"	"IV(a) Neuroblastoma and ganglioneuroblastoma"	"41"	36	3603190	9.843
