"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Age-Adjusted Rate
	"Maryland"	"24"	"2007"	"2007"	3035	5653408	54.216
	"Maryland"	"24"	"2008"	"2008"	3097	5684965	54.054
	"Maryland"	"24"	"2009"	"2009"	3087	5730388	52.647
	"Maryland"	"24"	"2010"	"2010"	2989	5788645	49.911
	"Maryland"	"24"	"2011"	"2011"	2935	5839419	47.808
	"Maryland"	"24"	"2012"	"2012"	3000	5886992	47.693
	"Maryland"	"24"	"2013"	"2013"	2950	5923188	45.478
	"Maryland"	"24"	"2014"	"2014"	3021	5957283	45.676
	"Maryland"	"24"	"2015"	"2015"	2864	5985562	41.932
	"Maryland"	"24"	"2016"	"2016"	2905	6003323	41.620
	"Maryland"	"24"	"2017"	"2017"	2853	6023868	40.121
	"Maryland"	"24"	"2018"	"2018"	2755	6035802	37.584
"Total"	"Maryland"	"24"			60575	114156416	51.105
	"Massachusetts"	"25"	"1999"	"1999"	3898	6317345	58.640
	"Massachusetts"	"25"	"2000"	"2000"	4072	6361104	60.617
	"Massachusetts"	"25"	"2001"	"2001"	3960	6397634	58.554
	"Massachusetts"	"25"	"2002"	"2002"	4050	6417206	59.447
	"Massachusetts"	"25"	"2003"	"2003"	4052	6422565	58.974
	"Massachusetts"	"25"	"2004"	"2004"	3886	6412281	56.224
	"Massachusetts"	"25"	"2005"	"2005"	3923	6403290	56.515
	"Massachusetts"	"25"	"2006"	"2006"	4019	6410084	57.123
	"Massachusetts"	"25"	"2007"	"2007"	3905	6431559	54.889
	"Massachusetts"	"25"	"2008"	"2008"	3845	6468967	53.132
	"Massachusetts"	"25"	"2009"	"2009"	3920	6517613	53.674
	"Massachusetts"	"25"	"2010"	"2010"	3840	6566307	50.864
	"Massachusetts"	"25"	"2011"	"2011"	3740	6613583	49.091
	"Massachusetts"	"25"	"2012"	"2012"	3775	6663005	48.652
	"Massachusetts"	"25"	"2013"	"2013"	3666	6713315	45.885
	"Massachusetts"	"25"	"2014"	"2014"	3650	6762596	44.799
	"Massachusetts"	"25"	"2015"	"2015"	3621	6794228	43.782
	"Massachusetts"	"25"	"2016"	"2016"	3564	6823608	42.265
	"Massachusetts"	"25"	"2017"	"2017"	3471	6859789	40.159
	"Massachusetts"	"25"	"2018"	"2018"	3358	6882635	38.215
"Total"	"Massachusetts"	"25"			76215	131238714	50.861
	"Michigan"	"26"	"1999"	"1999"	5874	9897116	60.737
	"Michigan"	"26"	"2000"	"2000"	6047	9952450	61.871
	"Michigan"	"26"	"2001"	"2001"	6120	9991120	61.985
	"Michigan"	"26"	"2002"	"2002"	6200	10015710	62.004
	"Michigan"	"26"	"2003"	"2003"	6187	10041152	60.991
	"Michigan"	"26"	"2004"	"2004"	6297	10055315	61.327
	"Michigan"	"26"	"2005"	"2005"	6300	10051137	60.553
	"Michigan"	"26"	"2006"	"2006"	6316	10036081	60.006
	"Michigan"	"26"	"2007"	"2007"	6416	10001284	59.800
	"Michigan"	"26"	"2008"	"2008"	6465	9946889	59.207
	"Michigan"	"26"	"2009"	"2009"	6535	9901591	59.068
	"Michigan"	"26"	"2010"	"2010"	6445	9877510	56.963
	"Michigan"	"26"	"2011"	"2011"	6383	9882412	55.604
	"Michigan"	"26"	"2012"	"2012"	6400	9897145	54.364
	"Michigan"	"26"	"2013"	"2013"	6280	9913065	52.342
	"Michigan"	"26"	"2014"	"2014"	6493	9929848	53.028
	"Michigan"	"26"	"2015"	"2015"	6276	9931715	50.554
	"Michigan"	"26"	"2016"	"2016"	6129	9950571	48.409
	"Michigan"	"26"	"2017"	"2017"	6068	9973114	46.885
	"Michigan"	"26"	"2018"	"2018"	6023	9984072	45.506
"Total"	"Michigan"	"26"			125254	199229297	56.016
	"Minnesota"	"27"	"1999"	"1999"	2448	4873481	52.456
	"Minnesota"	"27"	"2000"	"2000"	2458	4933692	51.864
	"Minnesota"	"27"	"2001"	"2001"	2519	4982796	52.553
	"Minnesota"	"27"	"2002"	"2002"	2560	5018935	52.452
	"Minnesota"	"27"	"2003"	"2003"	2523	5053572	50.836
	"Minnesota"	"27"	"2004"	"2004"	2583	5087713	51.363
	"Minnesota"	"27"	"2005"	"2005"	2484	5119598	48.621
	"Minnesota"	"27"	"2006"	"2006"	2564	5163555	48.924
	"Minnesota"	"27"	"2007"	"2007"	2679	5207203	50.014
	"Minnesota"	"27"	"2008"	"2008"	2675	5247018	49.245
	"Minnesota"	"27"	"2009"	"2009"	2648	5281203	47.471
	"Minnesota"	"27"	"2010"	"2010"	2638	5310828	46.117
	"Minnesota"	"27"	"2011"	"2011"	2584	5346143	44.351
	"Minnesota"	"27"	"2012"	"2012"	2606	5376643	43.772
	"Minnesota"	"27"	"2013"	"2013"	2650	5413479	43.404
	"Minnesota"	"27"	"2014"	"2014"	2767	5451079	44.141
	"Minnesota"	"27"	"2015"	"2015"	2714	5482032	42.207
	"Minnesota"	"27"	"2016"	"2016"	2633	5522744	39.902
	"Minnesota"	"27"	"2017"	"2017"	2623	5566230	38.922
	"Minnesota"	"27"	"2018"	"2018"	2457	5606249	35.440
"Total"	"Minnesota"	"27"			51813	105044193	46.007
	"Mississippi"	"28"	"1999"	"1999"	2080	2828408	76.945
	"Mississippi"	"28"	"2000"	"2000"	2089	2848353	76.353
	"Mississippi"	"28"	"2001"	"2001"	2047	2852994	74.199
	"Mississippi"	"28"	"2002"	"2002"	2049	2858681	73.371
	"Mississippi"	"28"	"2003"	"2003"	2039	2868312	71.975
	"Mississippi"	"28"	"2004"	"2004"	2112	2889010	73.460
	"Mississippi"	"28"	"2005"	"2005"	2047	2876229	70.649
	"Mississippi"	"28"	"2006"	"2006"	2129	2904978	72.101
	"Mississippi"	"28"	"2007"	"2007"	2057	2928350	68.932
	"Mississippi"	"28"	"2008"	"2008"	2133	2947806	69.877
	"Mississippi"	"28"	"2009"	"2009"	2068	2958774	66.754
	"Mississippi"	"28"	"2010"	"2010"	2097	2970548	66.138
	"Mississippi"	"28"	"2011"	"2011"	2078	2978731	63.941
	"Mississippi"	"28"	"2012"	"2012"	2074	2983816	63.299
	"Mississippi"	"28"	"2013"	"2013"	2148	2988711	64.229
	"Mississippi"	"28"	"2014"	"2014"	2137	2990468	62.406
	"Mississippi"	"28"	"2015"	"2015"	2091	2988471	60.389
	"Mississippi"	"28"	"2016"	"2016"	2069	2987938	58.603
	"Mississippi"	"28"	"2017"	"2017"	1960	2988510	53.650
	"Mississippi"	"28"	"2018"	"2018"	2015	2981020	54.813
"Total"	"Mississippi"	"28"			41519	58620108	66.448
	"Missouri"	"29"	"1999"	"1999"	3908	5561948	66.922
	"Missouri"	"29"	"2000"	"2000"	4025	5607285	68.221
	"Missouri"	"29"	"2001"	"2001"	4020	5641142	67.487
	"Missouri"	"29"	"2002"	"2002"	4059	5674825	67.410
	"Missouri"	"29"	"2003"	"2003"	4054	5709403	66.410
	"Missouri"	"29"	"2004"	"2004"	4319	5747741	69.993
	"Missouri"	"29"	"2005"	"2005"	4174	5790300	66.736
	"Missouri"	"29"	"2006"	"2006"	4198	5842704	65.874
	"Missouri"	"29"	"2007"	"2007"	4160	5887612	64.296
	"Missouri"	"29"	"2008"	"2008"	4250	5923916	64.378
	"Missouri"	"29"	"2009"	"2009"	4158	5961088	61.808
	"Missouri"	"29"	"2010"	"2010"	4201	5995974	61.544
	"Missouri"	"29"	"2011"	"2011"	4121	6010275	59.302
	"Missouri"	"29"	"2012"	"2012"	4307	6024367	60.432
	"Missouri"	"29"	"2013"	"2013"	4306	6040715	59.144
	"Missouri"	"29"	"2014"	"2014"	4297	6056202	57.937
	"Missouri"	"29"	"2015"	"2015"	4163	6071732	55.167
	"Missouri"	"29"	"2016"	"2016"	4050	6087135	52.631
	"Missouri"	"29"	"2017"	"2017"	4030	6106670	51.333
	"Missouri"	"29"	"2018"	"2018"	3886	6121623	48.607
"Total"	"Missouri"	"29"			82686	117862657	61.160
	"Montana"	"30"	"1999"	"1999"	555	897507	58.564
	"Montana"	"30"	"2000"	"2000"	538	903773	55.957
	"Montana"	"30"	"2001"	"2001"	617	906961	63.387
	"Montana"	"30"	"2002"	"2002"	577	911667	57.835
	"Montana"	"30"	"2003"	"2003"	590	919630	58.262
	"Montana"	"30"	"2004"	"2004"	550	930009	53.199
	"Montana"	"30"	"2005"	"2005"	604	940102	57.515
	"Montana"	"30"	"2006"	"2006"	570	952692	52.432
	"Montana"	"30"	"2007"	"2007"	622	964706	55.706
	"Montana"	"30"	"2008"	"2008"	592	976415	51.612
	"Montana"	"30"	"2009"	"2009"	516	983982	43.969
	"Montana"	"30"	"2010"	"2010"	534	990697	44.403
	"Montana"	"30"	"2011"	"2011"	651	997316	53.507
	"Montana"	"30"	"2012"	"2012"	553	1003783	43.719
	"Montana"	"30"	"2013"	"2013"	543	1013569	41.970
	"Montana"	"30"	"2014"	"2014"	619	1021869	47.281
	"Montana"	"30"	"2015"	"2015"	611	1030475	45.422
	"Montana"	"30"	"2016"	"2016"	540	1040859	38.969
	"Montana"	"30"	"2017"	"2017"	529	1052482	37.179
	"Montana"	"30"	"2018"	"2018"	536	1060665	36.704
"Total"	"Montana"	"30"			11447	19499159	48.763
	"Nebraska"	"31"	"1999"	"1999"	1005	1704764	56.728
	"Nebraska"	"31"	"2000"	"2000"	962	1713820	53.705
	"Nebraska"	"31"	"2001"	"2001"	1031	1719836	57.584
	"Nebraska"	"31"	"2002"	"2002"	978	1728292	54.015
	"Nebraska"	"31"	"2003"	"2003"	959	1738643	52.354
	"Nebraska"	"31"	"2004"	"2004"	973	1749370	52.696
	"Nebraska"	"31"	"2005"	"2005"	995	1761497	53.316
	"Nebraska"	"31"	"2006"	"2006"	984	1772693	51.683
	"Nebraska"	"31"	"2007"	"2007"	1042	1783440	54.233
	"Nebraska"	"31"	"2008"	"2008"	988	1796378	50.609
	"Nebraska"	"31"	"2009"	"2009"	980	1812683	49.236
	"Nebraska"	"31"	"2010"	"2010"	1017	1829542	50.304
	"Nebraska"	"31"	"2011"	"2011"	982	1840672	48.272
	"Nebraska"	"31"	"2012"	"2012"	1002	1853303	48.115
	"Nebraska"	"31"	"2013"	"2013"	1023	1865279	48.292
	"Nebraska"	"31"	"2014"	"2014"	990	1879321	46.346
	"Nebraska"	"31"	"2015"	"2015"	1022	1891277	46.562
	"Nebraska"	"31"	"2016"	"2016"	963	1905616	42.598
	"Nebraska"	"31"	"2017"	"2017"	925	1915947	40.815
	"Nebraska"	"31"	"2018"	"2018"	902	1925614	38.603
"Total"	"Nebraska"	"31"			19723	36187987	49.253
	"Nevada"	"32"	"1999"	"1999"	1212	1934718	68.788
	"Nevada"	"32"	"2000"	"2000"	1269	2018741	69.397
	"Nevada"	"32"	"2001"	"2001"	1271	2098399	66.650
	"Nevada"	"32"	"2002"	"2002"	1233	2173791	61.193
	"Nevada"	"32"	"2003"	"2003"	1422	2248850	67.435
	"Nevada"	"32"	"2004"	"2004"	1333	2346222	60.623
	"Nevada"	"32"	"2005"	"2005"	1389	2432143	62.172
	"Nevada"	"32"	"2006"	"2006"	1417	2522658	60.760
	"Nevada"	"32"	"2007"	"2007"	1392	2601072	57.457
	"Nevada"	"32"	"2008"	"2008"	1439	2653630	57.630
	"Nevada"	"32"	"2009"	"2009"	1425	2684665	55.432
	"Nevada"	"32"	"2010"	"2010"	1361	2702405	51.406
	"Nevada"	"32"	"2011"	"2011"	1444	2712730	53.209
	"Nevada"	"32"	"2012"	"2012"	1441	2743996	50.619
	"Nevada"	"32"	"2013"	"2013"	1448	2775970	49.479
	"Nevada"	"32"	"2014"	"2014"	1549	2817628	50.600
	"Nevada"	"32"	"2015"	"2015"	1480	2866939	46.285
	"Nevada"	"32"	"2016"	"2016"	1431	2917563	43.318
	"Nevada"	"32"	"2017"	"2017"	1485	2969905	43.434
	"Nevada"	"32"	"2018"	"2018"	1341	3027341	37.111
"Total"	"Nevada"	"32"			27782	51249366	53.784
	"New Hampshire"	"33"	"1999"	"1999"	727	1222014	61.395
	"New Hampshire"	"33"	"2000"	"2000"	716	1239882	59.313
	"New Hampshire"	"33"	"2001"	"2001"	711	1255517	58.112
	"New Hampshire"	"33"	"2002"	"2002"	773	1269089	61.888
	"New Hampshire"	"33"	"2003"	"2003"	732	1279840	57.197
	"New Hampshire"	"33"	"2004"	"2004"	803	1290121	61.878
	"New Hampshire"	"33"	"2005"	"2005"	799	1298492	59.360
	"New Hampshire"	"33"	"2006"	"2006"	780	1308389	57.092
	"New Hampshire"	"33"	"2007"	"2007"	809	1312540	57.680
	"New Hampshire"	"33"	"2008"	"2008"	753	1315906	51.891
	"New Hampshire"	"33"	"2009"	"2009"	817	1316102	55.560
	"New Hampshire"	"33"	"2010"	"2010"	774	1316762	51.593
	"New Hampshire"	"33"	"2011"	"2011"	872	1320202	56.355
	"New Hampshire"	"33"	"2012"	"2012"	823	1324232	51.622
	"New Hampshire"	"33"	"2013"	"2013"	758	1326622	46.293
	"New Hampshire"	"33"	"2014"	"2014"	833	1333341	49.146
	"New Hampshire"	"33"	"2015"	"2015"	833	1336350	48.032
	"New Hampshire"	"33"	"2016"	"2016"	891	1342307	50.553
	"New Hampshire"	"33"	"2017"	"2017"	777	1348787	43.304
	"New Hampshire"	"33"	"2018"	"2018"	766	1353465	40.307
"Total"	"New Hampshire"	"33"			15747	26109960	52.990
	"New Jersey"	"34"	"1999"	"1999"	4952	8359592	56.916
	"New Jersey"	"34"	"2000"	"2000"	5021	8430621	57.048
	"New Jersey"	"34"	"2001"	"2001"	5024	8492671	56.585
	"New Jersey"	"34"	"2002"	"2002"	4881	8552643	54.358
	"New Jersey"	"34"	"2003"	"2003"	4961	8601402	54.692
	"New Jersey"	"34"	"2004"	"2004"	4843	8634561	52.861
	"New Jersey"	"34"	"2005"	"2005"	4801	8651974	52.079
	"New Jersey"	"34"	"2006"	"2006"	4728	8661679	50.801
	"New Jersey"	"34"	"2007"	"2007"	4785	8677885	50.788
	"New Jersey"	"34"	"2008"	"2008"	4603	8711090	48.349
	"New Jersey"	"34"	"2009"	"2009"	4514	8755602	46.480
	"New Jersey"	"34"	"2010"	"2010"	4535	8799446	46.009
	"New Jersey"	"34"	"2011"	"2011"	4498	8828117	45.184
	"New Jersey"	"34"	"2012"	"2012"	4436	8844942	43.331
	"New Jersey"	"34"	"2013"	"2013"	4370	8856972	42.143
	"New Jersey"	"34"	"2014"	"2014"	4405	8864525	41.619
	"New Jersey"	"34"	"2015"	"2015"	4199	8867949	38.909
	"New Jersey"	"34"	"2016"	"2016"	4167	8870827	38.204
	"New Jersey"	"34"	"2017"	"2017"	4022	8885525	36.075
	"New Jersey"	"34"	"2018"	"2018"	3942	8886025	34.789
"Total"	"New Jersey"	"34"			91687	174234048	46.752
	"New Mexico"	"35"	"1999"	"1999"	695	1808082	41.921
	"New Mexico"	"35"	"2000"	"2000"	717	1821204	42.161
	"New Mexico"	"35"	"2001"	"2001"	728	1831690	41.630
	"New Mexico"	"35"	"2002"	"2002"	761	1855309	42.757
	"New Mexico"	"35"	"2003"	"2003"	798	1877574	43.505
	"New Mexico"	"35"	"2004"	"2004"	754	1903808	40.132
	"New Mexico"	"35"	"2005"	"2005"	775	1932274	39.938
	"New Mexico"	"35"	"2006"	"2006"	769	1962137	38.560
	"New Mexico"	"35"	"2007"	"2007"	837	1990070	40.727
	"New Mexico"	"35"	"2008"	"2008"	861	2010662	41.007
	"New Mexico"	"35"	"2009"	"2009"	771	2036802	35.894
	"New Mexico"	"35"	"2010"	"2010"	842	2064552	38.028
	"New Mexico"	"35"	"2011"	"2011"	791	2080450	34.586
	"New Mexico"	"35"	"2012"	"2012"	844	2087309	36.190
	"New Mexico"	"35"	"2013"	"2013"	813	2092273	33.791
	"New Mexico"	"35"	"2014"	"2014"	825	2089568	33.636
	"New Mexico"	"35"	"2015"	"2015"	843	2089291	33.624
	"New Mexico"	"35"	"2016"	"2016"	790	2091630	30.823
	"New Mexico"	"35"	"2017"	"2017"	791	2091784	30.141
	"New Mexico"	"35"	"2018"	"2018"	723	2092741	26.027
"Total"	"New Mexico"	"35"			15728	39809210	36.571
	"New York"	"36"	"1999"	"1999"	10311	18882725	53.911
	"New York"	"36"	"2000"	"2000"	10276	19001780	52.974
	"New York"	"36"	"2001"	"2001"	10226	19082838	52.195
	"New York"	"36"	"2002"	"2002"	10376	19137800	52.346
	"New York"	"36"	"2003"	"2003"	10160	19175939	50.744
	"New York"	"36"	"2004"	"2004"	10133	19171567	50.104
	"New York"	"36"	"2005"	"2005"	10092	19132610	49.664
	"New York"	"36"	"2006"	"2006"	9929	19104631	48.454
	"New York"	"36"	"2007"	"2007"	10114	19132335	48.693
	"New York"	"36"	"2008"	"2008"	9969	19212436	47.299
	"New York"	"36"	"2009"	"2009"	9824	19307066	46.089
	"New York"	"36"	"2010"	"2010"	9920	19399878	45.881
	"New York"	"36"	"2011"	"2011"	9842	19499241	44.620
	"New York"	"36"	"2012"	"2012"	10069	19572932	44.962
	"New York"	"36"	"2013"	"2013"	9914	19624447	43.205
	"New York"	"36"	"2014"	"2014"	9457	19651049	40.564
	"New York"	"36"	"2015"	"2015"	9413	19654666	39.596
	"New York"	"36"	"2016"	"2016"	9061	19633428	37.497
	"New York"	"36"	"2017"	"2017"	8743	19589572	35.432
	"New York"	"36"	"2018"	"2018"	8678	19530351	34.681
"Total"	"New York"	"36"			196507	386497291	45.461
	"North Carolina"	"37"	"1999"	"1999"	5056	7949361	65.384
	"North Carolina"	"37"	"2000"	"2000"	5252	8081614	66.814
	"North Carolina"	"37"	"2001"	"2001"	5247	8210122	65.537
	"North Carolina"	"37"	"2002"	"2002"	5249	8326201	64.030
	"North Carolina"	"37"	"2003"	"2003"	5240	8422501	62.265
	"North Carolina"	"37"	"2004"	"2004"	5403	8553152	62.835
	"North Carolina"	"37"	"2005"	"2005"	5618	8705407	63.656
	"North Carolina"	"37"	"2006"	"2006"	5724	8917270	62.816
	"North Carolina"	"37"	"2007"	"2007"	5734	9118037	60.858
	"North Carolina"	"37"	"2008"	"2008"	5774	9309449	59.433
	"North Carolina"	"37"	"2009"	"2009"	5787	9449566	57.939
	"North Carolina"	"37"	"2010"	"2010"	5959	9574323	58.103
	"North Carolina"	"37"	"2011"	"2011"	5996	9657592	56.938
	"North Carolina"	"37"	"2012"	"2012"	5952	9749476	54.562
	"North Carolina"	"37"	"2013"	"2013"	6019	9843336	53.827
	"North Carolina"	"37"	"2014"	"2014"	6091	9932887	52.876
	"North Carolina"	"37"	"2015"	"2015"	5957	10031646	50.031
	"North Carolina"	"37"	"2016"	"2016"	6057	10154788	49.441
	"North Carolina"	"37"	"2017"	"2017"	5803	10268233	46.288
	"North Carolina"	"37"	"2018"	"2018"	5699	10381615	43.779
"Total"	"North Carolina"	"37"			113617	184636576	56.782
	"North Dakota"	"38"	"1999"	"1999"	337	644259	47.273
	"North Dakota"	"38"	"2000"	"2000"	339	642023	47.644
	"North Dakota"	"38"	"2001"	"2001"	389	639062	55.166
	"North Dakota"	"38"	"2002"	"2002"	342	638168	47.732
	"North Dakota"	"38"	"2003"	"2003"	343	638817	47.400
	"North Dakota"	"38"	"2004"	"2004"	385	644705	52.309
	"North Dakota"	"38"	"2005"	"2005"	345	646089	47.301
	"North Dakota"	"38"	"2006"	"2006"	397	649422	53.618
	"North Dakota"	"38"	"2007"	"2007"	334	652822	44.575
	"North Dakota"	"38"	"2008"	"2008"	365	657569	47.820
	"North Dakota"	"38"	"2009"	"2009"	345	664968	43.915
	"North Dakota"	"38"	"2010"	"2010"	321	674715	40.589
	"North Dakota"	"38"	"2011"	"2011"	360	685225	45.053
	"North Dakota"	"38"	"2012"	"2012"	379	701176	46.505
	"North Dakota"	"38"	"2013"	"2013"	389	722036	46.598
	"North Dakota"	"38"	"2014"	"2014"	366	737401	43.525
	"North Dakota"	"38"	"2015"	"2015"	327	754066	38.735
	"North Dakota"	"38"	"2016"	"2016"	333	754434	37.959
	"North Dakota"	"38"	"2017"	"2017"	346	754942	39.051
	"North Dakota"	"38"	"2018"	"2018"	331	758080	37.429
"Total"	"North Dakota"	"38"			7073	13659979	44.998
	"Ohio"	"39"	"1999"	"1999"	7727	11335454	65.601
	"Ohio"	"39"	"2000"	"2000"	7776	11363543	65.524
	"Ohio"	"39"	"2001"	"2001"	7716	11387404	64.619
	"Ohio"	"39"	"2002"	"2002"	8032	11407889	66.558
	"Ohio"	"39"	"2003"	"2003"	7955	11434788	65.078
	"Ohio"	"39"	"2004"	"2004"	7978	11452251	64.766
	"Ohio"	"39"	"2005"	"2005"	7917	11463320	63.664
	"Ohio"	"39"	"2006"	"2006"	8010	11481213	63.639
	"Ohio"	"39"	"2007"	"2007"	7997	11500468	62.609
	"Ohio"	"39"	"2008"	"2008"	7943	11515391	61.212
	"Ohio"	"39"	"2009"	"2009"	8078	11528896	61.210
	"Ohio"	"39"	"2010"	"2010"	7944	11539336	59.300
	"Ohio"	"39"	"2011"	"2011"	7952	11544663	58.662
	"Ohio"	"39"	"2012"	"2012"	8131	11548923	58.774
	"Ohio"	"39"	"2013"	"2013"	7876	11576684	55.900
	"Ohio"	"39"	"2014"	"2014"	7786	11602700	54.187
	"Ohio"	"39"	"2015"	"2015"	7831	11617527	53.631
	"Ohio"	"39"	"2016"	"2016"	7789	11634370	52.596
	"Ohio"	"39"	"2017"	"2017"	7489	11659650	49.558
	"Ohio"	"39"	"2018"	"2018"	7325	11676341	47.368
"Total"	"Ohio"	"39"			157252	230270811	59.214
	"Oklahoma"	"40"	"1999"	"1999"	2387	3437147	67.282
	"Oklahoma"	"40"	"2000"	"2000"	2505	3454365	69.910
	"Oklahoma"	"40"	"2001"	"2001"	2481	3467100	68.804
	"Oklahoma"	"40"	"2002"	"2002"	2583	3489080	70.765
	"Oklahoma"	"40"	"2003"	"2003"	2502	3504892	67.703
	"Oklahoma"	"40"	"2004"	"2004"	2527	3525233	67.591
	"Oklahoma"	"40"	"2005"	"2005"	2558	3548597	67.478
	"Oklahoma"	"40"	"2006"	"2006"	2604	3594090	67.431
	"Oklahoma"	"40"	"2007"	"2007"	2662	3634349	67.962
	"Oklahoma"	"40"	"2008"	"2008"	2594	3668976	64.839
	"Oklahoma"	"40"	"2009"	"2009"	2613	3717572	64.316
	"Oklahoma"	"40"	"2010"	"2010"	2596	3759944	62.521
	"Oklahoma"	"40"	"2011"	"2011"	2718	3788379	64.642
	"Oklahoma"	"40"	"2012"	"2012"	2558	3818814	59.602
	"Oklahoma"	"40"	"2013"	"2013"	2674	3853214	61.310
	"Oklahoma"	"40"	"2014"	"2014"	2578	3878187	57.904
	"Oklahoma"	"40"	"2015"	"2015"	2681	3909500	59.140
	"Oklahoma"	"40"	"2016"	"2016"	2528	3926331	54.731
	"Oklahoma"	"40"	"2017"	"2017"	2425	3931316	51.492
	"Oklahoma"	"40"	"2018"	"2018"	2511	3940235	52.097
"Total"	"Oklahoma"	"40"			51285	73847321	62.838
	"Oregon"	"41"	"1999"	"1999"	2042	3393941	59.037
	"Oregon"	"41"	"2000"	"2000"	2226	3429708	63.470
	"Oregon"	"41"	"2001"	"2001"	2129	3467937	59.817
	"Oregon"	"41"	"2002"	"2002"	2280	3513424	62.569
	"Oregon"	"41"	"2003"	"2003"	2261	3547376	60.675
	"Oregon"	"41"	"2004"	"2004"	2272	3569463	59.703
	"Oregon"	"41"	"2005"	"2005"	2340	3613202	60.385
	"Oregon"	"41"	"2006"	"2006"	2296	3670883	57.670
	"Oregon"	"41"	"2007"	"2007"	2243	3722417	54.839
	"Oregon"	"41"	"2008"	"2008"	2281	3768748	54.392
	"Oregon"	"41"	"2009"	"2009"	2299	3808600	53.943
	"Oregon"	"41"	"2010"	"2010"	2265	3837491	51.813
	"Oregon"	"41"	"2011"	"2011"	2283	3872036	50.963
	"Oregon"	"41"	"2012"	"2012"	2334	3899001	50.612
	"Oregon"	"41"	"2013"	"2013"	2259	3922468	47.989
	"Oregon"	"41"	"2014"	"2014"	2237	3963244	45.947
	"Oregon"	"41"	"2015"	"2015"	2207	4015792	44.164
	"Oregon"	"41"	"2016"	"2016"	2102	4089976	40.622
	"Oregon"	"41"	"2017"	"2017"	2111	4143625	39.874
	"Oregon"	"41"	"2018"	"2018"	2069	4181886	37.848
"Total"	"Oregon"	"41"			44536	75431218	51.476
	"Pennsylvania"	"42"	"1999"	"1999"	8537	12263805	59.010
	"Pennsylvania"	"42"	"2000"	"2000"	8631	12284173	59.308
	"Pennsylvania"	"42"	"2001"	"2001"	8651	12298970	59.275
	"Pennsylvania"	"42"	"2002"	"2002"	8661	12331031	58.797
	"Pennsylvania"	"42"	"2003"	"2003"	8545	12374658	57.572
	"Pennsylvania"	"42"	"2004"	"2004"	8579	12410722	57.476
	"Pennsylvania"	"42"	"2005"	"2005"	8732	12449990	58.150
	"Pennsylvania"	"42"	"2006"	"2006"	8537	12510809	56.372
	"Pennsylvania"	"42"	"2007"	"2007"	8545	12563937	55.534
	"Pennsylvania"	"42"	"2008"	"2008"	8535	12612285	54.767
	"Pennsylvania"	"42"	"2009"	"2009"	8428	12666858	53.606
	"Pennsylvania"	"42"	"2010"	"2010"	8448	12711160	53.130
	"Pennsylvania"	"42"	"2011"	"2011"	8315	12745815	51.573
	"Pennsylvania"	"42"	"2012"	"2012"	8362	12767118	51.080
	"Pennsylvania"	"42"	"2013"	"2013"	8229	12776309	49.548
	"Pennsylvania"	"42"	"2014"	"2014"	8103	12788313	47.970
	"Pennsylvania"	"42"	"2015"	"2015"	8132	12784826	47.530
	"Pennsylvania"	"42"	"2016"	"2016"	7943	12782275	45.865
	"Pennsylvania"	"42"	"2017"	"2017"	7642	12787641	43.190
	"Pennsylvania"	"42"	"2018"	"2018"	7556	12800922	42.009
"Total"	"Pennsylvania"	"42"			167111	251711617	52.717
	"Rhode Island"	"44"	"1999"	"1999"	763	1040402	65.779
	"Rhode Island"	"44"	"2000"	"2000"	747	1050268	64.155
	"Rhode Island"	"44"	"2001"	"2001"	692	1057142	59.525
	"Rhode Island"	"44"	"2002"	"2002"	753	1065995	63.820
	"Rhode Island"	"44"	"2003"	"2003"	704	1071342	59.305
	"Rhode Island"	"44"	"2004"	"2004"	727	1074579	60.163
	"Rhode Island"	"44"	"2005"	"2005"	675	1067916	56.325
	"Rhode Island"	"44"	"2006"	"2006"	651	1063096	53.589
	"Rhode Island"	"44"	"2007"	"2007"	704	1057315	57.394
	"Rhode Island"	"44"	"2008"	"2008"	742	1055003	60.041
	"Rhode Island"	"44"	"2009"	"2009"	659	1053646	52.644
	"Rhode Island"	"44"	"2010"	"2010"	668	1053959	53.390
	"Rhode Island"	"44"	"2011"	"2011"	637	1053649	51.028
	"Rhode Island"	"44"	"2012"	"2012"	691	1054621	53.238
	"Rhode Island"	"44"	"2013"	"2013"	711	1055081	54.108
	"Rhode Island"	"44"	"2014"	"2014"	697	1055936	53.017
	"Rhode Island"	"44"	"2015"	"2015"	698	1056065	51.610
	"Rhode Island"	"44"	"2016"	"2016"	634	1056770	46.381
	"Rhode Island"	"44"	"2017"	"2017"	628	1055673	44.926
	"Rhode Island"	"44"	"2018"	"2018"	580	1058287	40.056
"Total"	"Rhode Island"	"44"			13761	21156745	54.701
	"South Carolina"	"45"	"1999"	"1999"	2554	3974682	65.683
	"South Carolina"	"45"	"2000"	"2000"	2618	4024223	66.080
	"South Carolina"	"45"	"2001"	"2001"	2700	4064995	66.758
	"South Carolina"	"45"	"2002"	"2002"	2681	4107795	65.061
	"South Carolina"	"45"	"2003"	"2003"	2816	4150297	66.543
	"South Carolina"	"45"	"2004"	"2004"	2701	4210921	62.480
	"South Carolina"	"45"	"2005"	"2005"	2910	4270150	65.598
	"South Carolina"	"45"	"2006"	"2006"	2911	4357847	63.134
	"South Carolina"	"45"	"2007"	"2007"	2906	4444110	60.771
