"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"Year"	"Year Code"	"State"	"State Code"	Deaths	Population	Age-Adjusted Rate
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"West Virginia"	"54"	107	1854239	4.481
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"Wisconsin"	"55"	293	5690475	4.571
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"Wyoming"	"56"	31	564487	5.074
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"Alabama"	"01"	263	4799069	4.765
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"Alaska"	"02"	39	722128	6.082
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"Arizona"	"04"	278	6472643	3.909
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"Arkansas"	"05"	157	2940667	4.576
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"California"	"06"	1622	37638369	4.263
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"Colorado"	"08"	214	5121108	4.195
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"Connecticut"	"09"	171	3588283	4.041
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"Delaware"	"10"	45	907381	4.454
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"District of Columbia"	"11"	16	619800	2.773
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"Florida"	"12"	1011	19053237	4.162
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"Georgia"	"13"	407	9802431	4.246
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"Hawaii"	"15"	36	1379329	2.247
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"Idaho"	"16"	77	1583910	4.854
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"Illinois"	"17"	550	12867454	3.979
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"Indiana"	"18"	333	6516528	4.652
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"Iowa"	"19"	157	3066336	4.493
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"Kansas"	"20"	177	2869225	5.561
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"Kentucky"	"21"	224	4369821	4.649
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"Louisiana"	"22"	191	4575625	3.916
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"Maine"	"23"	81	1328284	4.769
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"Maryland"	"24"	245	5839419	3.903
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"Massachusetts"	"25"	326	6613583	4.304
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"Michigan"	"26"	515	9882412	4.531
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"Minnesota"	"27"	264	5346143	4.565
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"Mississippi"	"28"	150	2978731	4.666
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"Missouri"	"29"	288	6010275	4.230
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"Montana"	"30"	67	997316	5.767
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"Nebraska"	"31"	116	1840672	5.791
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"Nevada"	"32"	123	2712730	4.405
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"New Hampshire"	"33"	74	1320202	4.647
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"New Jersey"	"34"	379	8828117	3.859
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"New Mexico"	"35"	88	2080450	3.823
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"New York"	"36"	783	19499241	3.609
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"North Carolina"	"37"	461	9657592	4.405
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"North Dakota"	"38"	29	685225	3.928
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"Ohio"	"39"	550	11544663	4.119
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"Oklahoma"	"40"	217	3788379	5.259
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"Oregon"	"41"	220	3872036	4.874
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"Pennsylvania"	"42"	625	12745815	4.063
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"Rhode Island"	"44"	38	1053649	3.011
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"South Carolina"	"45"	241	4671994	4.524
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"South Dakota"	"46"	52	823579	5.449
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"Tennessee"	"47"	322	6399291	4.579
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"Texas"	"48"	932	25645629	3.834
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"Utah"	"49"	110	2814384	4.624
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"Vermont"	"50"	42	627049	5.373
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"Virginia"	"51"	340	8101155	3.896
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"Washington"	"53"	382	6826627	5.114
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"West Virginia"	"54"	77	1856301	3.204
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"Wisconsin"	"55"	355	5705288	5.523
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"Wyoming"	"56"	31	567299	4.953
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"Alabama"	"01"	266	4815588	4.761
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"Alaska"	"02"	27	730443	4.412
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"Arizona"	"04"	340	6554978	4.703
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"Arkansas"	"05"	175	2952164	5.214
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"California"	"06"	1714	37948800	4.404
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"Colorado"	"08"	243	5192647	4.585
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"Connecticut"	"09"	168	3594547	3.993
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"Delaware"	"10"	47	915179	4.445
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"District of Columbia"	"11"	18	634924	3.116
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"Florida"	"12"	1080	19297822	4.351
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"Georgia"	"13"	395	9901430	4.021
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"Hawaii"	"15"	44	1394804	2.487
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"Idaho"	"16"	83	1595324	4.791
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"Illinois"	"17"	594	12882510	4.205
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"Indiana"	"18"	357	6537703	5.000
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"Iowa"	"19"	171	3076190	4.656
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"Kansas"	"20"	173	2885257	5.361
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"Kentucky"	"21"	245	4386346	5.005
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"Louisiana"	"22"	225	4600972	4.591
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"Maine"	"23"	82	1327729	4.718
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"Maryland"	"24"	256	5886992	4.004
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"Massachusetts"	"25"	317	6663005	4.244
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"Michigan"	"26"	553	9897145	4.801
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"Minnesota"	"27"	273	5376643	4.597
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"Mississippi"	"28"	167	2983816	5.111
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"Missouri"	"29"	315	6024367	4.544
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"Montana"	"30"	58	1003783	4.457
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"Nebraska"	"31"	97	1853303	4.835
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"Nevada"	"32"	128	2743996	4.433
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"New Hampshire"	"33"	73	1324232	4.702
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"New Jersey"	"34"	395	8844942	3.889
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"New Mexico"	"35"	80	2087309	3.493
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"New York"	"36"	863	19572932	3.903
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"North Carolina"	"37"	494	9749476	4.606
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"North Dakota"	"38"	31	701176	3.862
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"Ohio"	"39"	606	11548923	4.541
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"Oklahoma"	"40"	178	3818814	4.198
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"Oregon"	"41"	230	3899001	5.057
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"Pennsylvania"	"42"	650	12767118	4.242
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"Rhode Island"	"44"	63	1054621	5.116
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"South Carolina"	"45"	236	4717354	4.388
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"South Dakota"	"46"	52	833566	5.315
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"Tennessee"	"47"	334	6453898	4.617
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"Texas"	"48"	1041	26084481	4.164
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"Utah"	"49"	113	2853375	4.582
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"Vermont"	"50"	45	626090	5.904
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"Virginia"	"51"	357	8185080	3.988
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"Washington"	"53"	386	6897058	5.121
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"West Virginia"	"54"	115	1856872	4.813
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"Wisconsin"	"55"	293	5719960	4.498
	"Brain and Other Nervous System"	"31010-31040"	"2012"	"2012"	"Wyoming"	"56"	30	576305	4.641
	"Brain and Other Nervous System"	"31010-31040"	"2013"	"2013"	"Alabama"	"01"	298	4830081	5.295
	"Brain and Other Nervous System"	"31010-31040"	"2013"	"2013"	"Alaska"	"02"	30	737068	4.448
	"Brain and Other Nervous System"	"31010-31040"	"2013"	"2013"	"Arizona"	"04"	329	6632764	4.354
	"Brain and Other Nervous System"	"31010-31040"	"2013"	"2013"	"Arkansas"	"05"	168	2959400	4.808
	"Brain and Other Nervous System"	"31010-31040"	"2013"	"2013"	"California"	"06"	1709	38260787	4.328
	"Brain and Other Nervous System"	"31010-31040"	"2013"	"2013"	"Colorado"	"08"	256	5269035	4.712
	"Brain and Other Nervous System"	"31010-31040"	"2013"	"2013"	"Connecticut"	"09"	155	3594841	3.660
	"Brain and Other Nervous System"	"31010-31040"	"2013"	"2013"	"Delaware"	"10"	53	923576	4.749
	"Brain and Other Nervous System"	"31010-31040"	"2013"	"2013"	"District of Columbia"	"11"	18	650581	2.867
	"Brain and Other Nervous System"	"31010-31040"	"2013"	"2013"	"Florida"	"12"	1022	19545621	4.037
	"Brain and Other Nervous System"	"31010-31040"	"2013"	"2013"	"Georgia"	"13"	418	9972479	4.096
	"Brain and Other Nervous System"	"31010-31040"	"2013"	"2013"	"Hawaii"	"15"	48	1408243	2.857
	"Brain and Other Nervous System"	"31010-31040"	"2013"	"2013"	"Idaho"	"16"	82	1611206	4.620
	"Brain and Other Nervous System"	"31010-31040"	"2013"	"2013"	"Illinois"	"17"	583	12895129	4.131
	"Brain and Other Nervous System"	"31010-31040"	"2013"	"2013"	"Indiana"	"18"	324	6568713	4.566
	"Brain and Other Nervous System"	"31010-31040"	"2013"	"2013"	"Iowa"	"19"	198	3092997	5.531
	"Brain and Other Nervous System"	"31010-31040"	"2013"	"2013"	"Kansas"	"20"	169	2893212	5.229
	"Brain and Other Nervous System"	"31010-31040"	"2013"	"2013"	"Kentucky"	"21"	232	4404659	4.556
	"Brain and Other Nervous System"	"31010-31040"	"2013"	"2013"	"Louisiana"	"22"	223	4624527	4.498
	"Brain and Other Nervous System"	"31010-31040"	"2013"	"2013"	"Maine"	"23"	80	1328009	4.434
	"Brain and Other Nervous System"	"31010-31040"	"2013"	"2013"	"Maryland"	"24"	278	5923188	4.313
	"Brain and Other Nervous System"	"31010-31040"	"2013"	"2013"	"Massachusetts"	"25"	334	6713315	4.282
	"Brain and Other Nervous System"	"31010-31040"	"2013"	"2013"	"Michigan"	"26"	522	9913065	4.446
	"Brain and Other Nervous System"	"31010-31040"	"2013"	"2013"	"Minnesota"	"27"	259	5413479	4.286
	"Brain and Other Nervous System"	"31010-31040"	"2013"	"2013"	"Mississippi"	"28"	173	2988711	5.399
	"Brain and Other Nervous System"	"31010-31040"	"2013"	"2013"	"Missouri"	"29"	306	6040715	4.362
	"Brain and Other Nervous System"	"31010-31040"	"2013"	"2013"	"Montana"	"30"	53	1013569	4.029
	"Brain and Other Nervous System"	"31010-31040"	"2013"	"2013"	"Nebraska"	"31"	110	1865279	5.397
	"Brain and Other Nervous System"	"31010-31040"	"2013"	"2013"	"Nevada"	"32"	113	2775970	3.782
	"Brain and Other Nervous System"	"31010-31040"	"2013"	"2013"	"New Hampshire"	"33"	67	1326622	4.219
	"Brain and Other Nervous System"	"31010-31040"	"2013"	"2013"	"New Jersey"	"34"	364	8856972	3.603
	"Brain and Other Nervous System"	"31010-31040"	"2013"	"2013"	"New Mexico"	"35"	77	2092273	3.172
	"Brain and Other Nervous System"	"31010-31040"	"2013"	"2013"	"New York"	"36"	840	19624447	3.709
	"Brain and Other Nervous System"	"31010-31040"	"2013"	"2013"	"North Carolina"	"37"	509	9843336	4.571
	"Brain and Other Nervous System"	"31010-31040"	"2013"	"2013"	"North Dakota"	"38"	45	722036	5.547
	"Brain and Other Nervous System"	"31010-31040"	"2013"	"2013"	"Ohio"	"39"	618	11576684	4.534
	"Brain and Other Nervous System"	"31010-31040"	"2013"	"2013"	"Oklahoma"	"40"	184	3853214	4.364
	"Brain and Other Nervous System"	"31010-31040"	"2013"	"2013"	"Oregon"	"41"	251	3922468	5.476
	"Brain and Other Nervous System"	"31010-31040"	"2013"	"2013"	"Pennsylvania"	"42"	693	12776309	4.414
	"Brain and Other Nervous System"	"31010-31040"	"2013"	"2013"	"Rhode Island"	"44"	46	1055081	3.668
	"Brain and Other Nervous System"	"31010-31040"	"2013"	"2013"	"South Carolina"	"45"	230	4764080	4.119
	"Brain and Other Nervous System"	"31010-31040"	"2013"	"2013"	"South Dakota"	"46"	53	842316	5.244
	"Brain and Other Nervous System"	"31010-31040"	"2013"	"2013"	"Tennessee"	"47"	387	6494340	5.213
	"Brain and Other Nervous System"	"31010-31040"	"2013"	"2013"	"Texas"	"48"	1080	26480266	4.232
	"Brain and Other Nervous System"	"31010-31040"	"2013"	"2013"	"Utah"	"49"	120	2897640	4.708
	"Brain and Other Nervous System"	"31010-31040"	"2013"	"2013"	"Vermont"	"50"	48	626210	6.189
	"Brain and Other Nervous System"	"31010-31040"	"2013"	"2013"	"Virginia"	"51"	357	8252427	3.991
	"Brain and Other Nervous System"	"31010-31040"	"2013"	"2013"	"Washington"	"53"	374	6963985	4.881
	"Brain and Other Nervous System"	"31010-31040"	"2013"	"2013"	"West Virginia"	"54"	105	1853914	4.348
	"Brain and Other Nervous System"	"31010-31040"	"2013"	"2013"	"Wisconsin"	"55"	328	5736754	4.880
	"Brain and Other Nervous System"	"31010-31040"	"2013"	"2013"	"Wyoming"	"56"	24	582122	4.064
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"Alabama"	"01"	290	4841799	5.130
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"Alaska"	"02"	22	736283	2.855
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"Arizona"	"04"	360	6730413	4.685
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"Arkansas"	"05"	168	2967392	4.858
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"California"	"06"	1749	38596972	4.325
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"Colorado"	"08"	243	5350101	4.258
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"Connecticut"	"09"	189	3594524	4.339
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"Delaware"	"10"	43	932487	3.765
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"District of Columbia"	"11"	18	662328	2.710
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"Florida"	"12"	1114	19845911	4.275
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"Georgia"	"13"	480	10067278	4.594
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"Hawaii"	"15"	48	1414538	2.705
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"Idaho"	"16"	106	1631112	5.830
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"Illinois"	"17"	612	12884493	4.221
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"Indiana"	"18"	327	6593644	4.407
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"Iowa"	"19"	172	3109350	4.690
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"Kansas"	"20"	170	2900475	5.225
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"Kentucky"	"21"	237	4414349	4.591
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"Louisiana"	"22"	203	4644013	4.026
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"Maine"	"23"	106	1330513	5.992
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"Maryland"	"24"	271	5957283	4.069
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"Massachusetts"	"25"	348	6762596	4.277
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"Michigan"	"26"	551	9929848	4.644
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"Minnesota"	"27"	286	5451079	4.725
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"Mississippi"	"28"	193	2990468	5.693
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"Missouri"	"29"	313	6056202	4.283
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"Montana"	"30"	60	1021869	4.712
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"Nebraska"	"31"	104	1879321	4.906
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"Nevada"	"32"	141	2817628	4.661
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"New Hampshire"	"33"	89	1333341	5.095
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"New Jersey"	"34"	449	8864525	4.330
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"New Mexico"	"35"	89	2089568	3.713
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"New York"	"36"	894	19651049	3.930
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"North Carolina"	"37"	485	9932887	4.335
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"North Dakota"	"38"	40	737401	4.667
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"Ohio"	"39"	630	11602700	4.508
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"Oklahoma"	"40"	205	3878187	4.769
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"Oregon"	"41"	257	3963244	5.459
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"Pennsylvania"	"42"	677	12788313	4.200
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"Rhode Island"	"44"	66	1055936	5.292
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"South Carolina"	"45"	270	4823617	4.722
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"South Dakota"	"46"	52	849129	5.243
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"Tennessee"	"47"	381	6541223	5.065
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"Texas"	"48"	1090	26964333	4.152
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"Utah"	"49"	118	2936879	4.678
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"Vermont"	"50"	37	625214	4.647
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"Virginia"	"51"	379	8310993	4.102
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"Washington"	"53"	378	7054655	4.776
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"West Virginia"	"54"	115	1849489	4.813
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"Wisconsin"	"55"	341	5751525	5.183
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"Wyoming"	"56"	31	582531	4.644
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"Alabama"	"01"	305	4852347	5.309
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"Alaska"	"02"	23	737498	3.510
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"Arizona"	"04"	332	6829676	4.160
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"Arkansas"	"05"	197	2978048	5.658
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"California"	"06"	1826	38918045	4.415
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"Colorado"	"08"	238	5450623	4.124
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"Connecticut"	"09"	212	3587122	4.813
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"Delaware"	"10"	38	941252	3.149
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"Florida"	"12"	1181	20209042	4.365
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"Georgia"	"13"	446	10178447	4.250
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"Hawaii"	"15"	43	1422052	2.463
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"Idaho"	"16"	98	1651059	5.251
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"Illinois"	"17"	605	12858913	4.172
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"Indiana"	"18"	354	6608422	4.676
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"Iowa"	"19"	200	3120960	5.396
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"Kansas"	"20"	156	2909011	4.701
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"Kentucky"	"21"	246	4425976	4.817
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"Louisiana"	"22"	243	4664628	4.668
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"Maine"	"23"	90	1328262	4.984
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"Maryland"	"24"	285	5985562	4.161
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"Massachusetts"	"25"	383	6794228	4.762
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"Michigan"	"26"	553	9931715	4.651
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"Minnesota"	"27"	316	5482032	5.058
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"Mississippi"	"28"	181	2988471	5.502
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"Missouri"	"29"	293	6071732	4.045
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"Montana"	"30"	72	1030475	5.765
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"Nebraska"	"31"	109	1891277	5.084
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"Nevada"	"32"	144	2866939	4.312
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"New Hampshire"	"33"	75	1336350	4.620
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"New Jersey"	"34"	420	8867949	4.017
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"New Mexico"	"35"	99	2089291	4.040
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"New York"	"36"	862	19654666	3.758
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"North Carolina"	"37"	487	10031646	4.266
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"North Dakota"	"38"	36	754066	4.233
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"Ohio"	"39"	638	11617527	4.633
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"Oklahoma"	"40"	222	3909500	5.020
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"Oregon"	"41"	249	4015792	5.157
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"Pennsylvania"	"42"	724	12784826	4.439
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"Rhode Island"	"44"	58	1056065	4.618
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"South Carolina"	"45"	254	4891938	4.289
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"South Dakota"	"46"	55	853988	5.608
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"Tennessee"	"47"	318	6591170	4.153
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"Texas"	"48"	1140	27470056	4.256
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"Utah"	"49"	124	2981835	4.826
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"Vermont"	"50"	48	625216	5.955
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"Virginia"	"51"	389	8361808	4.117
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"Washington"	"53"	397	7163657	4.911
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"West Virginia"	"54"	116	1842050	4.925
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"Wisconsin"	"55"	339	5760940	4.874
