"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Age-Adjusted Rate
	"New Jersey"	"34"	"2011"	"2011"	48	2277802	2.100
	"New Jersey"	"34"	"2012"	"2012"	57	2257382	2.520
	"New Jersey"	"34"	"2013"	"2013"	52	2236474	2.303
	"New Jersey"	"34"	"2014"	"2014"	57	2218610	2.559
	"New Jersey"	"34"	"2015"	"2015"	59	2200589	2.670
	"New Jersey"	"34"	"2016"	"2016"	35	2186083	1.603
	"New Jersey"	"34"	"2017"	"2017"	46	2177082	2.114
	"New Jersey"	"34"	"2018"	"2018"	47	2165370	2.171
"Total"	"New Jersey"	"34"			1091	45410763	2.401
	"New Mexico"	"35"	"1999"	"1999"	20	567386	3.502
	"New Mexico"	"35"	"2003"	"2003"	22	559903	3.869
	"New Mexico"	"35"	"2004"	"2004"	17	560713	3.035
	"New Mexico"	"35"	"2008"	"2008"	21	571815	3.686
	"New Mexico"	"35"	"2012"	"2012"	22	572386	3.828
	"New Mexico"	"35"	"2017"	"2017"	17	543774	3.151
"Total"	"New Mexico"	"35"			280	11259176	2.475
	"New York"	"36"	"1999"	"1999"	153	5187922	2.961
	"New York"	"36"	"2000"	"2000"	124	5206876	2.387
	"New York"	"36"	"2001"	"2001"	138	5193778	2.667
	"New York"	"36"	"2002"	"2002"	124	5177855	2.400
	"New York"	"36"	"2003"	"2003"	121	5149468	2.355
	"New York"	"36"	"2004"	"2004"	130	5110669	2.551
	"New York"	"36"	"2005"	"2005"	131	5053118	2.592
	"New York"	"36"	"2006"	"2006"	125	5001918	2.466
	"New York"	"36"	"2007"	"2007"	141	4965536	2.806
	"New York"	"36"	"2008"	"2008"	116	4945553	2.345
	"New York"	"36"	"2009"	"2009"	126	4922253	2.541
	"New York"	"36"	"2010"	"2010"	130	4888971	2.645
	"New York"	"36"	"2011"	"2011"	127	4855634	2.613
	"New York"	"36"	"2012"	"2012"	113	4817894	2.351
	"New York"	"36"	"2013"	"2013"	104	4778259	2.164
	"New York"	"36"	"2014"	"2014"	106	4733211	2.233
	"New York"	"36"	"2015"	"2015"	113	4694616	2.389
	"New York"	"36"	"2016"	"2016"	99	4654858	2.110
	"New York"	"36"	"2017"	"2017"	88	4612049	1.904
	"New York"	"36"	"2018"	"2018"	124	4567919	2.712
"Total"	"New York"	"36"			2433	98518357	2.461
	"North Carolina"	"37"	"1999"	"1999"	60	2158582	2.798
	"North Carolina"	"37"	"2000"	"2000"	45	2196520	2.053
	"North Carolina"	"37"	"2001"	"2001"	55	2239347	2.466
	"North Carolina"	"37"	"2002"	"2002"	63	2273537	2.797
	"North Carolina"	"37"	"2003"	"2003"	58	2300840	2.521
	"North Carolina"	"37"	"2004"	"2004"	63	2330717	2.687
	"North Carolina"	"37"	"2005"	"2005"	43	2371142	1.805
	"North Carolina"	"37"	"2006"	"2006"	51	2420033	2.120
	"North Carolina"	"37"	"2007"	"2007"	59	2480165	2.365
	"North Carolina"	"37"	"2008"	"2008"	60	2523924	2.386
	"North Carolina"	"37"	"2009"	"2009"	53	2552467	2.077
	"North Carolina"	"37"	"2010"	"2010"	51	2561234	1.995
	"North Carolina"	"37"	"2011"	"2011"	48	2558132	1.878
	"North Carolina"	"37"	"2012"	"2012"	60	2554975	2.342
	"North Carolina"	"37"	"2013"	"2013"	47	2552811	1.836
	"North Carolina"	"37"	"2014"	"2014"	61	2551408	2.388
	"North Carolina"	"37"	"2015"	"2015"	56	2554963	2.198
	"North Carolina"	"37"	"2016"	"2016"	49	2570136	1.898
	"North Carolina"	"37"	"2017"	"2017"	50	2580737	1.931
	"North Carolina"	"37"	"2018"	"2018"	56	2590158	2.141
"Total"	"North Carolina"	"37"			1088	48921828	2.222
"Total"	"North Dakota"	"38"			78	3622602	2.128
	"Ohio"	"39"	"1999"	"1999"	91	3222127	2.817
	"Ohio"	"39"	"2000"	"2000"	102	3214599	3.161
	"Ohio"	"39"	"2001"	"2001"	77	3200250	2.407
	"Ohio"	"39"	"2002"	"2002"	83	3182127	2.594
	"Ohio"	"39"	"2003"	"2003"	73	3169697	2.295
	"Ohio"	"39"	"2004"	"2004"	78	3160151	2.461
	"Ohio"	"39"	"2005"	"2005"	81	3142242	2.562
	"Ohio"	"39"	"2006"	"2006"	78	3128181	2.491
	"Ohio"	"39"	"2007"	"2007"	65	3118812	2.084
	"Ohio"	"39"	"2008"	"2008"	62	3105558	1.992
	"Ohio"	"39"	"2009"	"2009"	63	3087465	2.033
	"Ohio"	"39"	"2010"	"2010"	65	3059274	2.125
	"Ohio"	"39"	"2011"	"2011"	56	3024119	1.855
	"Ohio"	"39"	"2012"	"2012"	65	2990107	2.182
	"Ohio"	"39"	"2013"	"2013"	58	2969933	1.947
	"Ohio"	"39"	"2014"	"2014"	58	2953293	1.963
	"Ohio"	"39"	"2015"	"2015"	61	2937457	2.068
	"Ohio"	"39"	"2016"	"2016"	57	2923128	1.950
	"Ohio"	"39"	"2017"	"2017"	60	2915977	2.053
	"Ohio"	"39"	"2018"	"2018"	59	2901902	2.020
"Total"	"Ohio"	"39"			1392	61406399	2.260
	"Oklahoma"	"40"	"1999"	"1999"	29	1004768	2.910
	"Oklahoma"	"40"	"2000"	"2000"	23	1001944	2.275
	"Oklahoma"	"40"	"2001"	"2001"	32	996798	3.171
	"Oklahoma"	"40"	"2002"	"2002"	26	995124	2.608
	"Oklahoma"	"40"	"2003"	"2003"	31	992384	3.115
	"Oklahoma"	"40"	"2004"	"2004"	21	990091	2.086
	"Oklahoma"	"40"	"2005"	"2005"	16	992206	1.601
	"Oklahoma"	"40"	"2006"	"2006"	34	1001264	3.349
	"Oklahoma"	"40"	"2007"	"2007"	28	1011828	2.789
	"Oklahoma"	"40"	"2008"	"2008"	26	1021071	2.526
	"Oklahoma"	"40"	"2009"	"2009"	29	1034601	2.782
	"Oklahoma"	"40"	"2010"	"2010"	31	1042691	2.977
	"Oklahoma"	"40"	"2011"	"2011"	27	1044180	2.595
	"Oklahoma"	"40"	"2012"	"2012"	26	1045819	2.518
	"Oklahoma"	"40"	"2013"	"2013"	26	1052618	2.493
	"Oklahoma"	"40"	"2014"	"2014"	24	1056813	2.270
	"Oklahoma"	"40"	"2015"	"2015"	30	1064162	2.800
	"Oklahoma"	"40"	"2016"	"2016"	29	1066397	2.714
	"Oklahoma"	"40"	"2017"	"2017"	25	1063582	2.355
	"Oklahoma"	"40"	"2018"	"2018"	32	1060550	3.018
"Total"	"Oklahoma"	"40"			545	20538891	2.647
	"Oregon"	"41"	"1999"	"1999"	30	940829	3.172
	"Oregon"	"41"	"2000"	"2000"	22	945370	2.315
	"Oregon"	"41"	"2001"	"2001"	31	947017	3.261
	"Oregon"	"41"	"2002"	"2002"	27	949117	2.862
	"Oregon"	"41"	"2003"	"2003"	32	949330	3.371
	"Oregon"	"41"	"2004"	"2004"	25	945880	2.643
	"Oregon"	"41"	"2005"	"2005"	31	948792	3.277
	"Oregon"	"41"	"2006"	"2006"	24	956786	2.487
	"Oregon"	"41"	"2007"	"2007"	30	964328	3.118
	"Oregon"	"41"	"2009"	"2009"	23	972889	2.339
	"Oregon"	"41"	"2010"	"2010"	26	970582	2.681
	"Oregon"	"41"	"2011"	"2011"	22	966110	2.280
	"Oregon"	"41"	"2012"	"2012"	27	960408	2.807
	"Oregon"	"41"	"2013"	"2013"	23	955068	2.391
	"Oregon"	"41"	"2015"	"2015"	24	959932	2.501
	"Oregon"	"41"	"2017"	"2017"	25	970403	2.575
	"Oregon"	"41"	"2018"	"2018"	20	968208	2.057
"Total"	"Oregon"	"41"			484	19166675	2.517
	"Pennsylvania"	"42"	"1999"	"1999"	98	3275657	2.996
	"Pennsylvania"	"42"	"2000"	"2000"	97	3267204	2.976
	"Pennsylvania"	"42"	"2001"	"2001"	76	3256966	2.299
	"Pennsylvania"	"42"	"2002"	"2002"	89	3247389	2.737
	"Pennsylvania"	"42"	"2003"	"2003"	88	3239738	2.701
	"Pennsylvania"	"42"	"2004"	"2004"	101	3235436	3.125
	"Pennsylvania"	"42"	"2005"	"2005"	82	3226468	2.479
	"Pennsylvania"	"42"	"2006"	"2006"	92	3223047	2.810
	"Pennsylvania"	"42"	"2007"	"2007"	81	3217880	2.512
	"Pennsylvania"	"42"	"2008"	"2008"	76	3208808	2.337
	"Pennsylvania"	"42"	"2009"	"2009"	71	3196745	2.173
	"Pennsylvania"	"42"	"2010"	"2010"	64	3172521	1.978
	"Pennsylvania"	"42"	"2011"	"2011"	74	3145711	2.365
	"Pennsylvania"	"42"	"2012"	"2012"	81	3115246	2.580
	"Pennsylvania"	"42"	"2013"	"2013"	70	3085364	2.237
	"Pennsylvania"	"42"	"2014"	"2014"	60	3061542	1.945
	"Pennsylvania"	"42"	"2015"	"2015"	50	3039892	1.632
	"Pennsylvania"	"42"	"2016"	"2016"	78	3020756	2.594
	"Pennsylvania"	"42"	"2017"	"2017"	54	3007424	1.800
	"Pennsylvania"	"42"	"2018"	"2018"	69	2995209	2.294
"Total"	"Pennsylvania"	"42"			1551	63239003	2.439
"Total"	"Rhode Island"	"44"			115	5298677	2.172
	"South Carolina"	"45"	"1999"	"1999"	34	1132367	2.999
	"South Carolina"	"45"	"2000"	"2000"	35	1137657	3.091
	"South Carolina"	"45"	"2001"	"2001"	26	1140572	2.254
	"South Carolina"	"45"	"2002"	"2002"	36	1145171	3.106
	"South Carolina"	"45"	"2003"	"2003"	25	1149948	2.149
	"South Carolina"	"45"	"2004"	"2004"	37	1158386	3.177
	"South Carolina"	"45"	"2005"	"2005"	33	1167061	2.834
	"South Carolina"	"45"	"2006"	"2006"	16	1182215	1.370
	"South Carolina"	"45"	"2007"	"2007"	24	1200413	1.994
	"South Carolina"	"45"	"2008"	"2008"	30	1217007	2.462
	"South Carolina"	"45"	"2009"	"2009"	29	1225444	2.346
	"South Carolina"	"45"	"2010"	"2010"	32	1222281	2.644
	"South Carolina"	"45"	"2011"	"2011"	26	1214261	2.143
	"South Carolina"	"45"	"2012"	"2012"	18	1211012	1.481
	"South Carolina"	"45"	"2013"	"2013"	20	1208909	1.648
	"South Carolina"	"45"	"2014"	"2014"	25	1212627	2.057
	"South Carolina"	"45"	"2015"	"2015"	27	1221095	2.195
	"South Carolina"	"45"	"2016"	"2016"	32	1228974	2.594
	"South Carolina"	"45"	"2017"	"2017"	33	1236725	2.661
	"South Carolina"	"45"	"2018"	"2018"	34	1242731	2.709
"Total"	"South Carolina"	"45"			572	23854856	2.388
"Total"	"South Dakota"	"46"			107	4569176	2.338
	"Tennessee"	"47"	"1999"	"1999"	47	1548896	3.033
	"Tennessee"	"47"	"2000"	"2000"	47	1562595	3.012
	"Tennessee"	"47"	"2001"	"2001"	34	1565704	2.164
	"Tennessee"	"47"	"2002"	"2002"	47	1570856	3.006
	"Tennessee"	"47"	"2003"	"2003"	43	1582280	2.709
	"Tennessee"	"47"	"2004"	"2004"	38	1594363	2.375
	"Tennessee"	"47"	"2005"	"2005"	56	1612057	3.463
	"Tennessee"	"47"	"2006"	"2006"	37	1634569	2.267
	"Tennessee"	"47"	"2007"	"2007"	35	1652684	2.116
	"Tennessee"	"47"	"2008"	"2008"	39	1670378	2.335
	"Tennessee"	"47"	"2009"	"2009"	42	1674771	2.489
	"Tennessee"	"47"	"2010"	"2010"	48	1673099	2.861
	"Tennessee"	"47"	"2011"	"2011"	38	1664934	2.282
	"Tennessee"	"47"	"2012"	"2012"	45	1662236	2.699
	"Tennessee"	"47"	"2013"	"2013"	44	1659403	2.652
	"Tennessee"	"47"	"2014"	"2014"	41	1658984	2.471
	"Tennessee"	"47"	"2015"	"2015"	41	1661308	2.467
	"Tennessee"	"47"	"2016"	"2016"	40	1665656	2.399
	"Tennessee"	"47"	"2017"	"2017"	37	1671918	2.214
	"Tennessee"	"47"	"2018"	"2018"	38	1676437	2.257
"Total"	"Tennessee"	"47"			837	32663128	2.560
	"Texas"	"48"	"1999"	"1999"	205	6488388	3.163
	"Texas"	"48"	"2000"	"2000"	216	6568599	3.285
	"Texas"	"48"	"2001"	"2001"	204	6650892	3.071
	"Texas"	"48"	"2002"	"2002"	209	6731078	3.115
	"Texas"	"48"	"2003"	"2003"	211	6809683	3.109
	"Texas"	"48"	"2004"	"2004"	189	6893798	2.750
	"Texas"	"48"	"2005"	"2005"	208	6976844	2.998
	"Texas"	"48"	"2006"	"2006"	182	7146953	2.531
	"Texas"	"48"	"2007"	"2007"	187	7276869	2.581
	"Texas"	"48"	"2008"	"2008"	194	7409811	2.619
	"Texas"	"48"	"2009"	"2009"	194	7543609	2.575
	"Texas"	"48"	"2010"	"2010"	190	7633495	2.494
	"Texas"	"48"	"2011"	"2011"	197	7688199	2.569
	"Texas"	"48"	"2012"	"2012"	202	7743245	2.613
	"Texas"	"48"	"2013"	"2013"	222	7804941	2.845
	"Texas"	"48"	"2014"	"2014"	183	7895768	2.327
	"Texas"	"48"	"2015"	"2015"	186	7998160	2.331
	"Texas"	"48"	"2016"	"2016"	217	8081802	2.689
	"Texas"	"48"	"2017"	"2017"	209	8140364	2.572
	"Texas"	"48"	"2018"	"2018"	201	8173708	2.454
"Total"	"Texas"	"48"			4006	147656206	2.717
	"Utah"	"49"	"1999"	"1999"	25	808255	3.038
	"Utah"	"49"	"2000"	"2000"	24	814633	2.898
	"Utah"	"49"	"2001"	"2001"	18	819288	2.143
	"Utah"	"49"	"2002"	"2002"	16	823859	1.913
	"Utah"	"49"	"2003"	"2003"	19	829424	2.307
	"Utah"	"49"	"2004"	"2004"	18	839214	2.153
	"Utah"	"49"	"2005"	"2005"	18	854507	2.093
	"Utah"	"49"	"2006"	"2006"	18	876494	2.011
	"Utah"	"49"	"2007"	"2007"	27	903708	2.952
	"Utah"	"49"	"2008"	"2008"	21	927945	2.311
	"Utah"	"49"	"2009"	"2009"	16	949690	1.715
	"Utah"	"49"	"2010"	"2010"	16	964547	1.686
	"Utah"	"49"	"2011"	"2011"	21	969020	2.256
	"Utah"	"49"	"2012"	"2012"	16	973408	1.705
	"Utah"	"49"	"2013"	"2013"	18	983199	1.854
	"Utah"	"49"	"2014"	"2014"	28	989206	2.870
	"Utah"	"49"	"2016"	"2016"	21	1009657	2.086
	"Utah"	"49"	"2017"	"2017"	17	1019281	1.699
"Total"	"Utah"	"49"			378	18377376	2.063
"Total"	"Vermont"	"50"			68	3057383	2.173
	"Virginia"	"51"	"1999"	"1999"	60	1918957	3.132
	"Virginia"	"51"	"2000"	"2000"	66	1940254	3.404
	"Virginia"	"51"	"2001"	"2001"	50	1960964	2.540
	"Virginia"	"51"	"2002"	"2002"	39	1980961	1.977
	"Virginia"	"51"	"2003"	"2003"	60	1994268	2.982
	"Virginia"	"51"	"2004"	"2004"	43	2018321	2.131
	"Virginia"	"51"	"2005"	"2005"	47	2033460	2.312
	"Virginia"	"51"	"2006"	"2006"	44	2046587	2.138
	"Virginia"	"51"	"2007"	"2007"	47	2057072	2.296
	"Virginia"	"51"	"2008"	"2008"	44	2067145	2.095
	"Virginia"	"51"	"2009"	"2009"	38	2076842	1.839
	"Virginia"	"51"	"2010"	"2010"	49	2085220	2.344
	"Virginia"	"51"	"2011"	"2011"	56	2087357	2.655
	"Virginia"	"51"	"2012"	"2012"	52	2091576	2.486
	"Virginia"	"51"	"2013"	"2013"	48	2090749	2.300
	"Virginia"	"51"	"2014"	"2014"	35	2088271	1.670
	"Virginia"	"51"	"2015"	"2015"	44	2088334	2.111
	"Virginia"	"51"	"2016"	"2016"	50	2090698	2.407
	"Virginia"	"51"	"2017"	"2017"	34	2093186	1.627
	"Virginia"	"51"	"2018"	"2018"	35	2091681	1.664
"Total"	"Virginia"	"51"			941	40901903	2.297
	"Washington"	"53"	"1999"	"1999"	48	1674996	2.869
	"Washington"	"53"	"2000"	"2000"	46	1686223	2.715
	"Washington"	"53"	"2001"	"2001"	55	1688011	3.255
	"Washington"	"53"	"2002"	"2002"	61	1687895	3.611
	"Washington"	"53"	"2003"	"2003"	54	1686857	3.217
	"Washington"	"53"	"2004"	"2004"	48	1695630	2.859
	"Washington"	"53"	"2005"	"2005"	46	1698371	2.677
	"Washington"	"53"	"2006"	"2006"	42	1713930	2.422
	"Washington"	"53"	"2007"	"2007"	43	1729590	2.467
	"Washington"	"53"	"2008"	"2008"	44	1746269	2.505
	"Washington"	"53"	"2009"	"2009"	44	1763887	2.499
	"Washington"	"53"	"2010"	"2010"	41	1769563	2.320
	"Washington"	"53"	"2011"	"2011"	42	1767550	2.374
	"Washington"	"53"	"2012"	"2012"	47	1765148	2.684
	"Washington"	"53"	"2013"	"2013"	37	1767053	2.099
	"Washington"	"53"	"2014"	"2014"	39	1773669	2.204
	"Washington"	"53"	"2015"	"2015"	49	1785735	2.733
	"Washington"	"53"	"2016"	"2016"	39	1805755	2.162
	"Washington"	"53"	"2017"	"2017"	33	1824918	1.814
	"Washington"	"53"	"2018"	"2018"	30	1833858	1.646
"Total"	"Washington"	"53"			888	34864908	2.545
	"West Virginia"	"54"	"2000"	"2000"	19	453453	4.067
	"West Virginia"	"54"	"2002"	"2002"	16	443378	3.644
"Total"	"West Virginia"	"54"			215	8708984	2.455
	"Wisconsin"	"55"	"1999"	"1999"	36	1530291	2.376
	"Wisconsin"	"55"	"2000"	"2000"	33	1533977	2.154
	"Wisconsin"	"55"	"2001"	"2001"	53	1535518	3.392
	"Wisconsin"	"55"	"2002"	"2002"	26	1532552	1.708
	"Wisconsin"	"55"	"2003"	"2003"	39	1526736	2.537
	"Wisconsin"	"55"	"2004"	"2004"	36	1523677	2.316
	"Wisconsin"	"55"	"2005"	"2005"	45	1517031	2.950
	"Wisconsin"	"55"	"2006"	"2006"	27	1513469	1.776
	"Wisconsin"	"55"	"2007"	"2007"	38	1512810	2.503
	"Wisconsin"	"55"	"2008"	"2008"	40	1511190	2.672
	"Wisconsin"	"55"	"2009"	"2009"	32	1507858	2.094
	"Wisconsin"	"55"	"2010"	"2010"	33	1500803	2.218
	"Wisconsin"	"55"	"2011"	"2011"	31	1492279	2.066
	"Wisconsin"	"55"	"2012"	"2012"	32	1480673	2.144
	"Wisconsin"	"55"	"2013"	"2013"	26	1470128	1.758
	"Wisconsin"	"55"	"2014"	"2014"	30	1460192	2.054
	"Wisconsin"	"55"	"2015"	"2015"	27	1451459	1.838
	"Wisconsin"	"55"	"2016"	"2016"	27	1443520	1.838
	"Wisconsin"	"55"	"2017"	"2017"	33	1437776	2.293
	"Wisconsin"	"55"	"2018"	"2018"	25	1430649	1.734
"Total"	"Wisconsin"	"55"			669	29912588	2.225
"Total"	"Wyoming"	"56"			55	2950556	1.862
"Total"					40762	1640263721	2.479
"---"
"Dataset: United States and Puerto Rico Cancer Statistics, 1999-2018 Mortality"
"Query Parameters:"
"Title: leading_child_death"
"Age Group: < 1 year; 1-4 years; 5-9 years; 10-14 years; 15-19 years"
"Group By: State; Year"
"Show Totals: True"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Standard Population: 2000 U.S. Std. Million"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/CancerMort-v2018.html for more information."
"---"
"Query Date: Nov 4, 2021 5:52:20 PM"
"---"
"Suggested Citation: United States Cancer Statistics - Mortality: 1999 - 2018, WONDER Online Database. United States Department"
"of Health and Human Services, Centers for Disease Control and Prevention; 2021. Accessed at"
"http://wonder.cdc.gov/CancerMort-v2018.html on Nov 4, 2021 5:52:20 PM"
"---"
Messages:
"1. Rows with zero Deaths are hidden, but the Population values in those rows are included in the totals. Use Quick Options above"
"to show zero rows."
"2. Rows with suppressed Deaths are hidden, but the Deaths and Population values in those rows are included in the totals. Use"
"Quick Options above to show suppressed rows."
"---"
Caveats:
"1. 'Suppressed' is displayed for data values when they must not be provided in order to protect personal privacy. Data is"
"suppressed if fewer than 16 cases are reported in any one line of the results table. Data for the ""Asian / Pacific Islander"""
"and ""American Indian or Alaska Native"" race categories are suppressed at the Metropolitan Statistical Area level for"
"populations less than 50,000 persons. More information: http://wonder.cdc.gov/wonder/help/CancerMort-v2018.html#Suppressed."
"2. About rate comparisons: <ul><li> For consistency with the data on cancer incidence, the cancer sites in mortality data were"
"grouped according to the revised SEER recodes dated March 1, 2018 (see SEER Cause of Death Recodes:"
"http://seer.cancer.gov/codrecode/.). Because NCHS uses different groupings for some sites, the death rates in this report may"
"differ slightly from those published by NCHS. In addition, under the ICD, there are differences in mortality and incidence"
"coding. For example, there are several codes for mesothelioma in ICD-10 (depending on the primary site). However in ICD-O-3, one"
"code captures all of the primary sites that mesothelioma affects. Note that Kaposi sarcoma deaths included in this dataset are"
"only those deaths with underlying cause of death attributed to Kaposi Sarcoma, and do not include deaths where the condition was"
"a contributing cause of death, or subsequent to another underlying condition. </li><li> The population used to age-adjust the"
"rates in this report is the 2000 U.S. standard population, which is in accordance with a 1998 recommendation of the US."
"Department of Health and Human Services. The 2000 U.S. standard population is based on the proportion of the 2000 population in"
"specific age groups (younger than 1 year, 1-4 years, 5-9 years, 10-14 years, 15-19 years, . . . 85 years or older); the"
"proportions of the 2000 population in these age groups serve as weights for calculating age-adjusted incidence and death rates."
"NCHS, however, uses a different set of age groups in its age adjustment of death rates, and thus the cancer death rates in this"
"report may differ slightly from those published by NCHS. </li><li> Deaths of persons of unknown age are not included in this"
"data set. Death rates may differ slightly from other reports where deaths of persons of unknown age are included. </li></ul>"
"3. For the 2005 year, the Census Bureau estimates that 203,937 persons were displaced from Alabama, Louisiana, Mississippi and"
"Texas due to Hurricanes Katrina and Rita. CDC WONDER does not include the displaced persons in the 2005 population counts for"
"these states, nor are these counts included in the summary populations for the affected division, regions or national"
"population. However, the USCS web site does include these displaced persons in the national population figures for 2005."
